Date,PM25,PM10,NO,NO2,NOX,NH3,SO2 ,CO,O3,TE,RH,WS ,WD,SR
04-08-2022,31.89,40.76,8.71,13.98,22.06,9.67,0.59,0.25,17.57,26.64,51.64,2.4,238.71,84.44
05-08-2022,32.12,45.89,8.81,14,21.97,9.66,0.45,0.36,16.93,26.99,51.99,1.79,235.27,126.37
06-08-2022,31.81,48.97,8.72,14.03,22.02,9.66,0.49,0.35,16.11,26.97,51.97,1.61,234.05,128.18
07-08-2022,31.99,51.18,8.75,13.97,21.99,9.62,0.44,0.22,17.13,26.98,51.98,1.72,234.69,122.38
08-08-2022,31.99,59.09,8.75,13.96,22.01,9.7,0.67,0.2,16.68,27.11,52.14,1.89,235.75,143.68
09-08-2022,31.98,62.28,8.74,14,21.95,9.71,0.37,0.22,17.15,26.65,51.65,1.7,234.58,84.14
10-08-2022,32.07,61.29,8.78,14.04,22.03,9.62,0.33,0.31,16.61,27.63,52.63,1.77,235,213.43
11-08-2022,32,48.74,8.82,13.99,22.09,9.61,0.8,0.35,16.47,27.12,52.12,1.97,236.28,133.96
12-08-2022,32.09,54.43,8.79,13.97,22.01,9.74,0.34,0.43,15.44,27.6,52.59,1.63,234.2,211.52
13-08-2022,31.9,57.81,8.7,14.03,22.01,9.64,0.5,0.35,15.59,27.61,52.61,1.99,236.27,206.72
14-08-2022,32.08,46.51,8.79,14.08,22.05,9.63,0.48,0.16,14.75,26.93,51.93,1.74,234.81,118.57
15-08-2022,32.03,51.045,8.73,14.1,22.01,9.645,0.33,0.16,14.31,27.175,52.175,1.75,234.805,154.95
16-08-2022,32.04,58.18,8.77,13.92,21.92,9.64,0.75,0.24,17.09,28.24,53.24,3.08,242.67,291.53
17-08-2022,32.07,52.9,8.78,14.04,22.04,9.63,0.51,0.2,16.97,27.66,52.66,2.55,239.56,215.38
18-08-2022,32.08,50.92,8.79,14.02,21.95,9.62,0.34,0.19,16.89,27.6,52.6,2.69,240.41,207.2
19-08-2022,32.19,47.8,8.86,14.03,22.02,9.63,0.7,0.28,16.75,27.52,52.52,2.6,239.99,126.23
20-08-2022,32.05,55.81,8.78,13.99,22,9.55,0.5,0.25,16.54,27.25,52.25,2.25,237.81,109.81
21-08-2022,32.04,51.67,8.78,13.96,22.02,9.64,0.64,0.23,16.7,27.29,52.26,1.86,235.45,117.41
22-08-2022,32.02,42.71,8.78,13.95,22.03,9.61,0.48,0.22,15.6,26.81,51.81,1.85,235.48,57.99
23-08-2022,32.16,43.39,8.85,13.98,22,9.75,0.67,0.2,15.91,26.9,51.9,1.37,232.6,64.74
24-08-2022,32.09,37.78,8.8,13.93,22.05,9.66,0.68,0.3,15.84,26.85,51.85,1.74,234.84,65.88
25-08-2022,32.1,45.91,8.79,14,22.04,9.59,0.31,0.27,15.68,27.47,52.23,2.27,237.85,166.43
26-08-2022,32.14,56.18,8.82,14.06,21.96,9.6,0.77,0.22,15.13,27.27,52.26,2.07,236.69,166.38
27-08-2022,32.3,58.29,8.9,14.05,22.06,9.63,0.76,0.25,15.61,27.39,52.39,2.38,238.08,179.43
28-08-2022,32.11,56.5,8.81,14.06,22.01,9.64,0.29,0.22,15.99,27.45,52.45,2.3,238.05,200.35
29-08-2022,32.05,65.6,8.78,14.04,22.02,9.66,0.81,0.15,16.06,27.58,52.58,2.35,238.38,161.31
30-08-2022,31.93,62.16,8.71,14,22.06,9.65,0.5,0.15,16.84,27.76,52.76,2.56,239.64,191.08
31-08-2022,31.94,52.15,8.72,14.06,21.95,9.7,1.16,0.14,17.21,26.6,51.6,1.66,234.43,19.82
01-09-2022,31.96,55.96,8.73,14.12,21.99,9.58,1.13,0.35,19.49,27.87,52.87,1.51,233.36,400.74
02-09-2022,31.79,37.48,8.64,14.02,22.01,9.64,0.81,0.24,17.28,27.28,52.28,1.63,234.4,196.45
03-09-2022,31.93,53.32,8.72,14,22.05,9.6,0.12,0.08,31.15,28.17,52.84,1.8,235.17,446
04-09-2022,32.01,46.13857143,8.76,14.07,21.97,9.6,0.683571429,0.170714286,25.44785714,27.57,52.57,1.59,233.89,285.34
05-09-2022,31.9,44.12880952,8.68,13.98,21.98,9.5,0.68047619,0.164761905,26.94654762,28.02,53.02,2.57,239.99,293.87
06-09-2022,31.99,42.11904762,8.76,14.09,21.91,9.65,0.677380952,0.158809524,28.4452381,26.86,51.86,2.12,237.14,59.77
07-09-2022,32.33,40.10928571,8.91,13.91,22.07,9.6,0.674285714,0.152857143,29.94392857,26.6,51.6,2,236.47,53.98
08-09-2022,32.16,38.09952381,8.83,13.95,22.02,9.58,0.671190476,0.146904762,31.44261905,26.45,51.45,1.66,234.23,4.88
09-09-2022,31.78,36.0897619,8.64,13.99,22.05,9.63,0.668095238,0.140952381,32.94130952,26.75,51.75,1.7,234.59,82.19
10-09-2022,31.91,87.098,8.72,14.02,21.93,9.73,0.665,0.135,34.44,27.52,52.52,2.24,237.86,151.62
11-09-2022,32.06,83.99933333,8.78,13.99,21.98,9.64,0.661904762,0.129047619,35.93869048,27.08,52.08,2.07,236.94,94.45
12-09-2022,32.32,80.90066667,8.91,13.96,21.92,9.68,0.658809524,0.123095238,37.43738095,26.69,51.69,2.16,237.42,54.59
13-09-2022,31.85,77.802,8.68,14.01,22.06,9.74,0.992,-0.012,16.044,26.97,51.97,1.72,234.72,172.22
14-09-2022,31.8,74.70333333,8.71,13.9,22.05,9.69,1.004,0.022,16.591,27.54,52.54,1.71,234.67,284.99
15-09-2022,31.97,71.60466667,8.76,13.98,21.95,9.55,1.016,0.056,17.138,26.9,51.9,1.8,235.17,78.73
16-09-2022,28.64,97.08,7.87,13.55,21.08,8.17,1.028,0.09,17.685,26.85,51.85,1.71,234.72,82.99
17-09-2022,32.05,65.23,5.68,12.7,18.67,4.35,0.74,0.07,17.89,27.37,52.37,2.07,236.81,196.27
18-09-2022,38.45,46.06,5.69,12.66,18.74,4.34,1.4,0.12,18.88,27.28,52.28,1.93,235.93,250.56
19-09-2022,38.47,47.72,5.71,12.72,18.78,4.33,1.26,0.37,19.84,27.4,52.4,1.89,235.72,164.97
20-09-2022,38.42,47.13,5.68,12.74,18.73,4.33,0.84,0.2,19.91,27.17,52.17,1.71,234.58,164.36
21-09-2022,38.38,45.46,5.71,12.73,18.66,4.32,1.08,0.2,20.11,27.34,52.34,1.8,235.08,261.14
22-09-2022,38.59,47.8,5.72,12.7,18.72,4.3,0.75,0.31,20.625,27.32,52.32,1.79,235.12,251.98
23-09-2022,38.31,45.73,5.71,12.7,18.75,4.33,1.22,0.21,21.001,27.38,52.37,1.83,235.34,254.87
24-09-2022,38.82,54.28,5.7,12.71,18.69,4.34,0.79,0.28,20.56,26.79,51.79,2.28,237.97,128.36
25-09-2022,38.78,49.13,5.72,12.73,18.72,4.35,1.29,0.23,21.56,27.45,52.45,2.48,239.15,265.62
26-09-2022,38.74,47.84,5.71,12.76,18.77,4.32,1.07,0.44,26.68,27.34,52.34,2.68,240.22,164.09
27-09-2022,38.32,59.29,5.66,12.74,18.75,4.35,0.54,0.23,27.33,27.28,52.28,2.55,239.53,263.91
28-09-2022,38.71,57.58,5.71,12.68,18.69,4.34,0.62,0.37,24.87,27.26,52.26,2.3,238.03,246.7
29-09-2022,38.82,66.66,5.72,12.75,18.74,4.34,0.78,0.29,23.46,27.29,52.29,2.24,237.63,224.49
30-09-2022,38.83,66.69,5.73,12.67,18.73,4.33,0.87,0.32,13.52,27.17,52.17,1.93,235.83,174.33
01-10-2022,38.42,65.99,5.67,12.79,18.72,4.33,1.06,0.27,13.42,26.91,51.91,2.08,236.87,150.12
02-10-2022,38.57,66.25,5.69,12.85,18.7,4.34,1.07,0.29,13.48,27.37,52.37,2.1,236.84,217.68
03-10-2022,38.75,66.54,5.71,12.66,18.68,4.32,1.07,0.34,13.55,27.07,52.08,2.12,236.88,133.67
04-10-2022,38.94,66.79,5.74,12.81,18.83,4.32,1.08,0.43,13.63,27.3,52.3,2.75,240.73,208.99
05-10-2022,38.5,66.12,5.68,12.84,18.81,4.33,1.07,0.22,13.45,27.26,52.26,2.79,240.91,180.3
06-10-2022,38.55,66.22,5.69,12.69,18.74,4.34,1.07,0.36,13.48,26.87,51.87,2.03,236.44,117.75
07-10-2022,38.62,66.33,5.7,12.72,18.7,4.33,1.07,0.35,13.5,27.31,52.31,1.79,234.98,288.19
08-10-2022,38.59,66.24,5.69,12.71,18.7,4.32,1.07,0.44,13.48,27.3,52.3,2.2,237.42,278.48
09-10-2022,38.81,66.64,5.72,12.71,18.7,4.34,1.07,0.33,13.58,27.38,52.38,2.25,237.7,237.55
10-10-2022,38.52,66.16,5.69,12.8,18.7,4.32,1.07,0.5,13.46,26.95,51.95,1.99,236.16,107
11-10-2022,38.41,65.93,5.67,12.65,18.76,4.32,1.06,0.4,13.41,26.98,51.98,1.77,234.87,122.85
12-10-2022,38.68,66.42,5.71,12.74,18.78,4.31,1.07,0.47,13.53,27.1,52.1,1.98,236.15,281.27
13-10-2022,38.38,65.94,5.67,12.7,18.7,4.34,1.06,0.31,13.41,27.44,52.44,2.23,237.61,361.89
14-10-2022,38.5,66.13,5.68,12.76,18.73,4.36,1.07,0.45,13.45,27.07,52.07,1.79,235.09,318.77
15-10-2022,38.63,66.34,5.7,12.69,18.72,4.34,1.07,0.37,13.51,27.29,52.29,1.93,235.89,265.09
16-10-2022,38.58,66.26,5.69,12.66,18.67,4.34,1.07,0.37,13.49,27.17,52.17,1.65,234.23,206.67
17-10-2022,38.4,65.96,5.67,12.76,18.75,4.35,1.06,0.45,13.41,27.37,52.37,1.92,235.87,230.33
18-10-2022,38.65,66.38,5.7,12.73,18.72,4.34,1.07,0.37,13.52,27.16,52.16,1.9,235.84,163.53
19-10-2022,38.58,66.27,5.7,12.77,18.76,4.33,1.07,0.37,13.49,27.46,52.46,1.91,235.85,259.36
20-10-2022,38.49,66.12,5.69,12.72,18.71,4.35,1.06,0.43,13.45,27.44,52.44,1.84,235.37,281.14
21-10-2022,38.63,66.35,5.7,12.7,18.76,4.36,1.07,0.44,13.51,27.28,52.28,1.79,235.08,258.61
22-10-2022,38.79,66.61,5.72,12.78,18.72,4.35,1.07,0.39,13.57,27.4,52.4,2.03,236.45,288.18
23-10-2022,38.56,66.24,5.69,12.77,18.72,4.33,1.07,0.48,13.48,27.26,52.26,2.25,237.81,229.04
24-10-2022,38.54,66.19,5.69,12.81,18.74,4.35,1.07,0.53,13.47,27.2,52.2,1.96,235.97,282.69
25-10-2022,38.62,66.33,5.7,12.7,18.75,4.31,1.07,0.41,13.5,27.12,52.12,2.22,237.55,283.84
26-10-2022,38.29,65.78,5.66,12.75,18.73,4.33,1.06,0.53,13.37,27.21,52.2,1.97,236.09,320.78
27-10-2022,38.54,66.2,5.69,12.79,18.7,4.35,1.07,0.77,13.47,27.07,52.07,1.82,235.24,287.25
28-10-2022,38.27,65.71,5.66,12.72,18.75,4.32,1.06,0.61,13.36,27.23,52.23,2.07,236.72,307.47
29-10-2022,38.45,66.05,5.68,12.76,18.71,4.33,1.06,0.57,13.43,27.27,52.27,2.23,237.81,272
30-10-2022,38.43,66.02,5.68,12.67,18.68,4.32,1.06,0.38,13.43,27.15,52.15,1.95,236.09,163.04
31-10-2022,38.71,66.48,5.71,12.73,18.71,4.32,1.07,0.55,13.54,27.26,52.26,1.9,235.68,255.91
01-11-2022,38.67,66.39,5.7,12.7,18.76,4.3,1.07,0.49,13.52,27.18,52.18,1.93,235.97,188.14
02-11-2022,40.64,67.8,5.69,12.79,18.75,4.34,1.07,0.57,13.46,27.4,52.4,2.32,238.34,244.52
03-11-2022,43.94,73.37,5.71,12.76,18.7,4.34,1.1,0.52,12.91,27.19,52.19,1.86,235.48,187.33
04-11-2022,43.5,75.59,5.68,12.76,18.78,4.32,1.12,0.36,12.15,27.38,52.38,1.94,236.01,238.48
05-11-2022,43.51,75.61,5.68,12.82,18.72,4.34,1.12,0.28,12.14,27.32,52.32,1.92,235.87,177.57
06-11-2022,43.61,75.74,5.69,12.68,18.77,4.32,1.12,0.42,12.18,27.3,52.3,2.07,236.72,281.91
07-11-2022,43.47,75.56,5.68,12.73,18.75,4.32,1.12,0.63,12.14,27.3,52.3,1.96,236.09,345.3
08-11-2022,43.74,75.85,5.7,12.73,18.78,4.34,1.12,0.6,12.22,27.18,52.18,2.05,236.63,190.03
09-11-2022,43.9,76.03,5.71,12.78,18.76,4.35,1.12,0.38,12.27,27.07,52.07,2.35,238.14,192.37
10-11-2022,44,76.14,5.72,12.7,18.71,4.34,1.12,0.37,12.3,27.13,52.13,2.44,238.66,258.24
11-11-2022,41.08,80.48,5.68,12.67,18.68,4.34,1.12,0.51,12.14,27.02,52.02,2.49,239.04,202.71
12-11-2022,38.68,86.75,5.72,12.63,18.69,4.35,1.12,0.34,12.31,26.43,51.43,2.03,236.17,82.26
13-11-2022,35.93333333,91.73333333,5.706666667,12.59666667,18.67333333,4.353333333,1.12,0.376666667,12.26,26.16,51.16,1.91,235.4666667,5.09
14-11-2022,37.94,68.59,5.64,12.79,18.71,4.35,1.11,0.39,11.99,27.44,52.44,3.91,247,300.05
15-11-2022,38.37,63.32,5.69,12.76,18.71,4.32,1.12,0.45,12.17,27.32,52.32,4.17,248.26,226.61
16-11-2022,38.45,71.87,5.69,12.74,18.78,4.34,1.12,0.54,12.21,26.43,51.43,4.2,248.3,132.19
17-11-2022,38.38,86.88,5.69,12.72,18.75,4.35,1.12,0.59,12.21,27.08,52.08,4.24,248.66,224.97
18-11-2022,38.33,101.4,5.68,12.67,18.74,4.34,1.12,0.51,12.17,27.09,52.09,4.07,247.73,239.71
19-11-2022,38.68,88.32,5.72,12.79,18.75,4.35,1.12,0.42,12.28,27.05,52.05,4.16,248.28,180.77
20-11-2022,38.16,90.19,5.66,12.77,18.69,4.34,1.12,0.36,12.08,27.06,52.06,4.01,247.38,135.65
21-11-2022,38.32,85.38,5.69,12.67,18.69,4.36,1.12,0.48,12.15,27.08,52.08,4.59,250.81,181.3
22-11-2022,38.66,80.93,5.72,12.69,18.67,4.34,1.12,0.41,12.3,27.12,52.1,4.47,250.06,189.74
23-11-2022,38.39,80.38,5.69,12.76,18.77,4.33,1.12,0.55,12.18,26.97,52,3.39,243.89,127.7
24-11-2022,38.72,81.04,5.73,12.69,18.71,4.34,1.14,0.43,12.33,26.96,51.97,3.22,242.87,123.37
25-11-2022,38.22,80.02,5.67,12.76,18.68,4.3,1.13,0.49,12.11,27.08,52.08,3.5,244.6,139.17
26-11-2022,38.84,81.29,5.74,12.73,18.81,4.32,1.14,0.61,12.38,27.1,52.1,3.47,244.32,141.48
27-11-2022,38.22,80.03,5.67,12.77,18.68,4.31,1.13,0.44,12.11,27.1,52.1,3.63,245.26,141.44
28-11-2022,38.33,80.24,5.68,12.77,18.72,4.36,1.13,0.44,12.15,27.16,52.16,3.75,246.01,148.57
29-11-2022,38.61,75.58,5.71,12.73,18.76,4.32,1.13,0.52,12.28,26.99,51.99,3.49,244.45,126.47
30-11-2022,38.45,64.73,5.69,12.68,18.77,4.34,1.13,0.79,12.21,26.66,51.66,3.25,243.02,83.46
01-12-2022,38.61,64.14,5.71,12.72,18.71,4.33,1.13,0.55,12.28,27.05,52.05,3.85,246.49,134.62
02-12-2022,38.4,67.15,5.69,12.7,18.75,4.3,1.13,0.52,9.63,27.08,52.08,3.61,245.2,138.18
03-12-2022,38.51,69.93,5.7,12.67,18.74,4.32,1.13,0.58,6.7,27.11,52.11,3.54,244.78,142.04
04-12-2022,38.15,69.27,5.66,12.73,18.74,4.34,1.12,0.29,6.57,27.1,52.1,3.57,245,140.82
05-12-2022,38.66,70.17,5.72,12.75,18.7,4.34,1.13,0.49,6.74,27.13,52.13,3.56,244.87,146.03
06-12-2022,38.26,69.44,5.67,12.7,18.81,4.36,1.13,0.58,6.61,27,52,3.57,244.91,127.73
07-12-2022,41.49,69.85,5.7,12.9,18.75,4.94,1.17,0.54,8.5,26.8,51.8,3.5,244.49,101.89
08-12-2022,45.96,69.36,5.67,13.28,18.81,5.96,1.23,0.67,11.24,26.84,51.84,3.85,246.51,106.89
09-12-2022,46.45,70.13,5.71,13.42,18.77,5.93,1.23,0.39,11.42,26.82,51.82,3.49,244.43,104.46
10-12-2022,46.32,69.94,5.7,13.29,18.7,5.9,1.23,0.46,11.38,27.09,52.09,3.88,246.68,139.57
11-12-2022,46.12,69.6,5.68,13.34,18.78,5.91,1.23,0.41,11.3,26.73,51.73,3.78,246.11,92.86
12-12-2022,45.31,67.67,5.67,13.32,18.68,5.88,1.23,0.42,11.27,26.3,51.3,3.67,245.9,50.86
13-12-2022,44.2,64.73,5.69,13.36,18.68,5.87,1.23,0.32,11.33,26.56,51.57,3.61,245.42,71.82
14-12-2022,44.51,65.22,5.72,13.35,18.77,5.89,1.23,0.5,11.45,27.05,52.05,3.08,242.03,134.01
15-12-2022,44.31,64.91,5.7,13.34,18.72,5.86,1.23,0.65,11.37,27,52,3.58,244.97,129.42
16-12-2022,44.04,64.47,5.67,13.41,18.83,5.89,1.23,0.58,11.27,27,52,3.71,245.75,127.45
17-12-2022,44.43,65.06,5.71,13.33,18.73,5.87,1.23,0.45,11.41,26.98,51.98,3.49,244.49,124.87
18-12-2022,44.04,64.48,5.67,13.36,18.75,5.88,1.23,0.41,11.27,27.09,52.09,3.76,246.17,139.9
19-12-2022,44.34,64.95,5.7,13.41,18.7,5.91,1.23,0.5,11.38,26.97,51.97,3.28,243.32,124.34
20-12-2022,44.37,65.01,5.71,13.37,18.71,5.91,1.23,0.59,11.39,27.13,52.13,3.73,245.92,145.81
21-12-2022,44.49,65.15,5.71,13.49,18.76,5.88,1.23,0.44,11.43,27.02,52.02,3.35,243.69,131.21
22-12-2022,44.54,64.35,5.72,13.32,18.68,5.91,1.23,0.47,11.46,27.32,52.32,3.71,245.84,152.19
23-12-2022,44.1,62.51,5.68,13.38,18.73,5.93,1.23,0.48,11.29,27.13,52.13,3.34,243.64,121.59
24-12-2022,44.37,62.99,5.7,13.29,18.7,5.91,1.23,0.36,11.39,26.98,51.94,3.43,244.08,113.77
25-12-2022,43.98,62.39,5.67,13.4,18.68,5.89,1.23,0.41,11.25,27.06,52.06,3.72,245.95,104.63
26-12-2022,44.24,62.73,5.69,13.32,18.71,5.88,1.23,0.59,11.33,27.04,52.04,3.14,242.51,95.94
27-12-2022,43.9,62.26,5.66,13.35,18.7,5.89,1.23,0.3,11.22,27.1,52.1,3.32,243.65,102.87
28-12-2022,44.15,62.64,5.68,13.33,18.69,5.88,1.23,0.49,11.31,27.06,52.06,3.52,244.76,96.8
29-12-2022,44.04,62.48,5.67,13.34,18.72,5.86,1.23,0.43,11.27,27.04,52.04,3.24,243.08,97.88
30-12-2022,44.18,62.7,5.69,13.34,18.79,5.9,1.23,0.61,11.32,26.99,51.99,3.35,243.71,105.54
31-12-2022,44.25,62.82,5.7,13.36,18.78,5.88,1.23,0.49,11.35,27.01,52.01,3.61,245.26,99.73
01-01-2023,48.77208333,82.50551389,2.520305556,-0.61975,-2.549819444,4.006527778,2.707791667,0.406875,38.30451389,32.70880556,65.16793056,0.972319444,429.6782639,95.00583333
02-01-2023,45.32583333,78.89625694,4.496152778,4.62975,5.980340278,5.780138889,3.8535625,0.578229167,35.51600694,31.46056944,68.31092361,0.872159722,329.5705903,89.84764493
03-01-2023,41.87958333,75.287,6.472,9.87925,14.5105,7.55375,4.999333333,0.749583333,32.7275,30.21233333,71.45391667,0.772,229.4629167,96.78893939
04-01-2023,38.43333333,71.67774306,8.447847222,15.12875,23.04065972,9.327361111,6.145104167,0.9209375,29.93899306,28.96409722,74.59690972,0.671840278,129.3552431,46.21158333
05-01-2023,34.83215278,68.40461806,10.95920139,20.94347222,32.3915625,11.39607639,7.633263889,1.094791667,26.99965278,29.13815972,73.00875,0.658472222,119.9424306,106.1193939
06-01-2023,34.54618056,67.83600694,10.87496528,21.13465278,32.59635417,11.46690972,7.571215278,1.086354167,26.78548611,29.33743056,69.81486111,0.634791667,138.6560069,93.68098485
07-01-2023,33.41798611,65.63854167,11.85423611,21.11815972,34.64128472,10.41947917,8.853993056,1.010590278,27.851875,29.77097222,68.35215278,0.623020833,141.2367708,102.4645635
08-01-2023,29.894375,60.669375,11.66559028,16.90204861,32.3090625,7.055659722,9.875138889,0.801527778,28.20368056,29.734375,74.38697917,0.623298611,146.4025694,98.815625
09-01-2023,27.941875,60.788125,4.79375,7.438125,11.6965625,5.7346875,3.68375,0.786875,22.1290625,26.4821875,96.955,0.4434375,87.0278125,80.55722222
10-01-2023,33.41798611,65.63854167,11.85423611,21.11815972,34.64128472,10.41947917,8.853993056,1.010590278,27.851875,29.77097222,68.35215278,0.623020833,141.2367708,95.59368056
11-01-2023,29.894375,60.669375,11.66559028,16.90204861,32.3090625,7.055659722,9.875138889,0.801527778,28.20368056,29.734375,74.38697917,0.623298611,146.4025694,105.7690972
12-01-2023,28.57191667,62.1425,4.874166667,7.527333333,8.261041667,5.601916667,3.763,0.565555556,22.38358333,27.35537037,73.47277778,0.668796296,164.4759259,114.8166319
13-01-2023,29.43440972,63.7903125,6.320173611,10.39555556,16.29850694,6.718229167,4.704756944,0.641875,26.38774306,26.06704861,79.07399306,0.814166667,166.0711806,118.1200347
14-01-2023,32.76513889,70.55020833,7.769375,13.40454861,21.20395833,7.867673611,8.341770833,0.479305556,30.46430556,27.01288194,73.93333333,0.652048611,136.7569097,109.7383333
15-01-2023,32.74430556,70.49729167,7.762395833,13.42329861,21.27413194,7.835347222,8.336597222,0.479305556,30.44302083,27.70534722,80.34010417,0.735763889,130.4260417,109.4757986
16-01-2023,34.6534375,75.36118056,10.94409722,25.15708333,35.50642361,9.531006944,6.216180556,0.723576389,27.11302083,28.40375,82.46777778,0.757430556,162.4082986,117.7076389
17-01-2023,35.534375,78.28236111,13.54034722,35.43829861,49.36364583,10.86791667,4.107604167,0.934340278,23.32430556,28.46704861,83.41590278,0.727986111,153.0519097,132.4491319
18-01-2023,43.57159722,85.286875,15.72861111,37.99208333,53.43371528,12.68170139,6.394583333,1.032256944,26.43947917,28.36913194,73.065625,0.707361111,147.6840278,150.4683333
19-01-2023,50.86048611,91.36284722,17.73114583,39.55802083,57.3034375,14.28197917,8.396805556,1.115868056,29.34708333,28.6746875,63.8925,0.8315625,126.1883333,139.9181597
20-01-2023,50.14777778,90.07305556,17.48861111,40.43722222,57.76083333,14.225,8.281111111,1.101666667,28.96083333,25.44083333,72.56444444,0.594444444,80.59805556,168.8073039
21-01-2023,54.76946759,93.69377315,18.74278935,41.77424769,60.49311343,15.2728588,9.577361111,1.152673611,30.77048611,24.56658565,69.33967593,0.598206019,51.07083333,188.6318182
22-01-2023,58.05755787,96.08686343,19.62278935,42.99681713,62.65667245,16.0445081,10.520625,1.187378472,32.03116319,23.10243634,69.08908565,0.541747685,17.52784722,134.3163235
23-01-2023,54.41791667,99.93243056,22.82774306,52.4,52.2699537,17.0025,8.97,0.413888889,36.34336806,31.80395833,104.7369792,0.466631944,287.8968056,112.562875
24-01-2023,53.67333333,98.15875,20.00489583,44.264375,45.66716435,15.05854167,8.850208333,0.553541667,32.73458333,31.6475,99.01010417,0.518958333,259.329375,34.22908333
25-01-2023,52.92875,96.38506944,17.18204861,36.12875,39.064375,13.11458333,8.730416667,0.693194444,29.12579861,31.49104167,93.28322917,0.571284722,230.7619444,200.0854315
26-01-2023,52.18416667,94.61138889,14.35920139,27.993125,32.46158565,11.170625,8.610625,0.832847222,25.51701389,31.33458333,87.55635417,0.623611111,202.1945139,179.0244345
27-01-2023,51.43958333,92.83770833,11.53635417,19.8575,25.8587963,9.226666667,8.490833333,0.9725,21.90822917,31.178125,81.82947917,0.6759375,173.6270833,166.7838095
28-01-2023,50.695,91.06402778,8.713506944,11.721875,19.25600694,7.282708333,8.371041667,1.112152778,18.29944444,31.02166667,76.10260417,0.728263889,145.0596528,124.5738889
29-01-2023,50.34027778,90.42347222,8.651631944,11.70840278,19.60534722,7.323402778,8.313784722,1.104965278,18.16329861,31.08795139,72.99916667,0.599201389,129.1666319,114.0374306
30-01-2023,44.74350694,85.33097222,9.560659722,14.43923611,23.85885417,10.45861111,9.457708333,0.968611111,21.47961806,31.15201389,79.95520833,0.840625,216.9497222,100.0926389
31-01-2023,39.439375,80.33302083,10.34819444,17.22409722,27.36111111,13.22065972,10.44746528,0.841388889,24.3784375,31.76121528,83.40635417,0.984722222,239.1045486,101.9125694
01-02-2023,36.18125,76.98857639,11.58743056,19.3671875,31.24659722,11.8525,9.080208333,0.727222222,21.85020833,32.07944444,77.68472222,0.783333333,214.5958333,113.3403125
02-02-2023,32.08079861,71.16430556,14.20482639,23.45878472,37.73909722,9.705763889,6.741006944,0.562395833,18.35111111,31.61760417,67.76833333,0.7590625,88.77746528,125.5632292
03-02-2023,32.02697917,72.019375,14.18135417,23.53322917,37.79677083,9.648888889,6.816805556,0.561423611,18.32069444,31.25763889,75.67472222,0.701180556,140.5928472,107.3721181
04-02-2023,31.179375,69.7509375,13.8096875,24.1559375,38.265625,9.57125,6.616875,0.5465625,17.8421875,28.173125,97.0265625,0.4721875,110.3428125,119.9210069
05-02-2023,32.08079861,71.16430556,14.20482639,23.45878472,37.73909722,9.705763889,6.741006944,0.562395833,18.35111111,31.61760417,67.76833333,0.7590625,88.77746528,113.1051812
06-02-2023,32.02697917,72.019375,14.18135417,23.53322917,37.79677083,9.648888889,6.816805556,0.561423611,18.32069444,31.25763889,75.67472222,0.701180556,140.5928472,111.2603125
07-02-2023,31.179375,69.7509375,13.8096875,24.1559375,38.265625,9.57125,6.616875,0.5465625,17.8421875,28.173125,97.0265625,0.4721875,110.3428125,98.52659722
08-02-2023,32.08079861,71.16430556,14.20482639,23.45878472,37.73909722,9.705763889,6.741006944,0.562395833,18.35111111,31.61760417,67.76833333,0.7590625,88.77746528,140.3940278
09-02-2023,32.02697917,72.019375,14.18135417,23.53322917,37.79677083,9.648888889,6.816805556,0.561423611,18.32069444,31.25763889,75.67472222,0.701180556,140.5928472,133.1047358
10-02-2023,32.07305556,71.81477273,14.20166667,23.99243056,35.88069444,9.833680556,6.773125,0.533194444,18.34694444,33.11465278,66.28097222,0.7725,191.8800694,140.0180183
11-02-2023,32.19857639,71.79895833,14.25663194,23.78215278,37.73711806,9.62375,6.797222222,0.564826389,18.41635417,29.88829861,86.10416667,0.703055556,143.2707986,146.9313007
12-02-2023,32.26569444,71.94236111,14.28576389,23.528125,37.80864583,9.542430556,6.810555556,0.565520833,18.45458333,30.26090278,82.57895833,0.709027778,155.2838194,163.5172727
13-02-2023,31.34947917,74.72177083,11.7196875,22.12555556,33.75472222,8.242048611,4.961666667,0.769652778,21.81034722,30.583125,79.20822917,0.739097222,157.8373611,135.5405159
14-02-2023,30.20148551,79.37717391,8.016449275,19.95532609,26.3184375,6.293297101,2.260289855,0.998298611,26.91923913,30.6948913,83.0925,0.7775,163.772029,119.2249653
15-02-2023,30.22090278,79.43006944,8.021597222,19.76510417,27.80618056,6.347847222,2.261944444,1.055625,26.93708333,31.22243056,76.11815972,0.749930556,137.4789931,118.8828472
16-02-2023,32.48083333,83.47888889,5.2453125,15.78413194,21.0471875,7.678680556,4.660763889,0.958854167,28.80322917,31.57236111,78.17704861,0.681180556,140.2628125,124.3468841
17-02-2023,34.75809028,87.92725694,3.196909722,12.99378472,16.20340278,8.774305556,6.5921875,0.900798611,30.69545139,31.56524306,77.65552083,0.719513889,162.1470139,114.8645486
18-02-2023,34.85913194,87.99444444,3.199270833,13.04465278,16.19128472,8.817048611,6.621875,0.902569444,30.71979167,31.8334375,81.40166667,0.7671875,156.4682986,118.7366319
19-02-2023,34.3825,87.65357639,3.187118056,12.95552083,16.15625,8.769027778,6.523368056,0.890694444,30.59986111,32.15420139,69.5321875,0.780347222,162.6416319,110.5251736
