Date,PM25,PM10,NO,NO2,NOX,NH3,SO2 ,CO,O3,TE,RH,WS ,WD,SR
25-07-2023,29.71291667,68.18100694,3.765138889,7.064236111,10.90739583,3.376770833,3.475902778,0.916111111,24.01791667,25.88881944,99.32795139,0.938854167,225.7911111,136.5142562
26-07-2023,29.5705,68.9555,3.7455,7.24425,10.46,3.3735,3.513,0.91025,24.296,25.7535,99.12325,0.5505,181.1285,133.3617463
27-07-2023,29.77416667,68.21857143,3.77202381,7.093809524,8.916875,3.464047619,3.481071429,0.7734375,24.0552381,29.76261905,95.65607143,1.5125,302.2115476,92.4225
28-07-2023,29.74711111,68.48925728,3.767772487,7.163671958,8.104236111,3.492049603,3.495160053,0.723925926,24.16037302,31.0087791,94.36387765,1.574263889,312.7974894,151.3130435
29-07-2023,29.52333333,67.70166667,3.734166667,6.969791667,7.992,3.3575,3.453541667,0.681833333,23.85395833,28.10083333,99.644375,0.535416667,297.2902083,173.6415625
30-07-2023,29.8646875,68.53972222,3.787777778,7.146909722,10.90055556,3.361458333,3.4928125,0.920555556,24.14628472,28.79833333,96.17666667,1.3725,212.4323958,158.6861364
31-07-2023,29.220625,66.98892361,3.686631944,7.108368056,10.87340278,3.377534722,3.419409722,0.899340278,23.58729167,29.05180556,97.82800725,1.310416667,248.1469792,177.443631
01-08-2023,29.82899306,68.45506944,3.780590278,7.167152778,10.75767361,3.394444444,3.4890625,0.918298611,24.11604167,29.2415625,98.84753788,1.360520833,246.3080208,224.2986232
02-08-2023,29.74128472,68.24329861,3.769513889,7.143055556,10.83086806,3.399375,3.479166667,0.916284722,24.03989583,29.46673611,98.62458333,1.063784722,230.2543403,43.31472222
03-08-2023,29.6228125,67.95701389,3.753958333,7.228784722,10.56305556,3.361805556,3.465069444,0.892638889,23.93739583,29.45704861,96.75739583,1.466215278,232.2116319,117.8566602
04-08-2023,29.57489583,67.84208333,3.741180556,7.200590278,10.79590278,3.342673611,3.460173611,0.901145833,23.89486111,29.70368056,96.28621528,1.345520833,275.1568403,107.3062907
05-08-2023,29.05,66.57333333,3.653333333,7.3175,10.76916667,3.436666667,3.399166667,0.894166667,23.43666667,27.70666667,98.68583333,0.354166667,106.9325,96.75592132
06-08-2023,29.3330463,67.25630093,3.700840278,7.317412037,10.69758102,3.395694444,3.431810185,0.893548611,23.68344213,28.56968056,97.31205966,0.707722222,161.4115208,86.2055519
07-08-2023,29.62358333,67.95791667,3.75025,7.19425,9.099444444,3.438333333,3.466,0.760833333,23.93733333,30.09675,97.55933333,1.692333333,317.4956667,361.7767595
08-08-2023,29.77702899,68.32967391,3.775398551,7.102282609,10.57402174,3.390108696,3.482753623,0.893224638,24.07083333,28.87286232,98.85235507,1.010362319,242.0339493,321.3864457
09-08-2023,29.46756944,67.58270833,3.726284722,7.082604167,10.44118056,3.383090278,3.447777778,0.879826389,23.80243056,29.28909722,96.84701389,1.1834375,238.2627083,301.5120455
10-08-2023,29.61541667,67.93972222,3.747673611,7.117430556,10.33309028,3.372916667,3.464548611,0.873784722,23.93069444,29.47611111,98.8346875,1.204513889,238.8495486,205.7407639
11-08-2023,29.56461806,67.81753472,3.741354167,7.118645833,10.59444444,3.381493056,3.458923611,0.891215278,23.88604167,29.77225694,97.09052083,1.550416667,301.2506597,209.5074653
12-08-2023,29.64597222,68.01357639,3.752951389,7.125729167,10.94409722,3.418923611,3.468368056,0.912708333,23.95604167,29.47340278,96.07392857,1.483888889,273.6756597,163.7727778
13-08-2023,29.54052083,67.75989583,3.738125,7.168819444,10.81399306,3.403263889,3.456388889,0.909444444,23.83913194,29.37586806,96.02006944,1.447118056,260.1812153,120.5444697
14-08-2023,29.54170139,67.76076389,3.736944444,7.093680556,10.91142361,3.359131944,3.456354167,0.910138889,23.86576389,29.36388889,94.82263889,1.158402778,233.8175347,176.1072917
15-08-2023,29.86760417,68.54559028,3.789618056,7.198020833,10.88090278,3.349583333,3.493090278,0.919930556,24.14878472,29.14215278,91.13107639,1.007881944,203.8905903,172.8614236
16-08-2023,29.23211538,67.01557692,3.689615385,7.147884615,10.82615385,3.336153846,3.421153846,0.899615385,23.59807692,28.23826923,94.99173077,0.510384615,128.6844231,200.9306061
17-08-2023,29.47996375,67.61193185,3.728946886,7.16975351,11.04621986,3.341080968,3.449280372,0.921312958,23.80884158,28.53695742,92.03794338,0.695666209,153.6108558,92.6484375
18-08-2023,29.17401515,66.97954545,3.678257576,7.080984848,8.644038462,3.391212121,3.413636364,0.729423077,23.54742424,28.89931818,97.4775,0.990606061,232.7840152,183.9595139
19-08-2023,29.39016667,67.3985,3.714833333,7.1935,10.16,3.3615,3.439166667,0.8595,23.73816667,26.35666667,99.222,0.517166667,99.16983333,156.8659783
20-08-2023,29.25825144,67.11656058,3.693232379,7.171825943,9.063866249,3.385016729,3.423914095,0.774932387,23.62746925,25.75069,103.4298711,0.555980103,107.4138789,72.14391667
21-08-2023,29.2133529,67.00984466,3.686175602,7.183699187,8.620756321,3.395226245,3.418857242,0.744025908,23.5921318,24.66054463,107.0218994,0.466730332,80.19336768,122.0322022
22-08-2023,29.16845435,66.90312873,3.679118826,7.195572432,8.177646393,3.405435761,3.413800389,0.713119429,23.55679434,23.57039925,110.6139277,0.377480561,52.97285642,116.6645445
23-08-2023,29.12355581,66.7964128,3.672062049,7.207445677,7.734536465,3.415645277,3.408743537,0.68221295,23.52145689,22.48025388,114.205956,0.28823079,25.75234516,111.2968869
24-08-2023,29.38036458,66.81265625,3.677135417,7.182291667,10.06142157,3.389791667,3.410729167,0.830343137,23.72692708,35.58036458,85.0671875,1.221979167,269.2794271,224.8166952
25-08-2023,29.49902778,67.76982639,3.735868056,7.171597222,10.80107639,3.3509375,3.456180556,0.900555556,23.82802083,31.18694444,89.06767544,0.847881944,182.3532986,219.4315051
26-08-2023,24.72190972,61.46461806,3.718194444,7.143888889,10.88302083,3.369548611,3.442256944,0.905729167,23.74184028,32.05329861,92.87767361,0.7978125,196.2675347,238.5583929
27-08-2023,22.80722222,59.48631944,3.783993056,7.0578125,10.12076389,3.332430556,3.490520833,0.859861111,24.1271875,35.11628472,92.45593137,0.914166667,195.9592361,203.1008333
28-08-2023,22.40357639,58.38364583,3.704375,7.135451389,10.69180556,3.336597222,3.434548611,0.903923611,23.70152778,33.93461806,85.10211111,0.810034722,206.9269097,186.3310417
29-08-2023,22.62214286,58.93821429,3.747142857,7.281071429,10.65071429,3.341428571,3.464642857,0.911785714,23.93285714,29.30107143,99.28428571,0.535714286,151.6889286,167.9522222
30-08-2023,22.42590112,58.3879547,3.708320106,7.381370701,11.01771164,3.345816799,3.437359458,0.943781415,23.72619378,26.96877811,99.10913041,0.374852844,140.5880506,202.8980556
31-08-2023,22.550625,58.75541667,3.7309375,7.1578125,8.816111111,3.379479167,3.455520833,0.729907407,23.8559375,30.3915625,99.38708333,0.844791667,187.0754167,204.6594928
01-09-2023,22.45741228,58.51416667,3.722368421,7.128201754,10.39697368,3.325131579,3.44122807,0.86872807,23.80513158,30.09434211,97.93473684,0.760131579,155.9938596,199.2115278
02-09-2023,22.49208333,58.60684028,3.723854167,7.129791667,10.74756944,3.380659722,3.446770833,0.906840278,23.79461806,29.22663194,99.07022727,0.850902778,153.7066667,181.2403472
03-09-2023,22.44947917,58.49503472,3.716597222,7.211319444,10.71732639,3.356736111,3.44,0.904930556,23.7496875,27.85315972,98.7075,0.807361111,131.2124653,160.6234127
04-09-2023,21.91753472,56.67461806,3.607604167,6.779826389,10.12305556,3.202361111,3.210833333,0.881631944,23.16861111,27.63715278,98.69597222,0.6678125,183.9665972,152.0822826
05-09-2023,18.46857639,46.74934028,2.989236111,5.172430556,7.709895833,2.4190625,2.060798611,0.777986111,19.8534375,28.70350694,98.62444444,0.690868056,176.3513542,74.99690972
06-09-2023,18.38208333,47.86083333,3.066666667,5.202083333,5.906875,2.417083333,2.028333333,0.5865625,20.33875,27.0225,98.74,0.487083333,96.29833333,110.7298611
07-09-2023,18.9980303,47.84454545,3.066439394,5.156439394,7.252348485,2.412424242,2.118409091,0.747878788,20.34530303,26.33212121,98.98265152,0.689469697,188.3887121,65.00065972
08-09-2023,18.79788889,47.35722222,3.030888889,5.084111111,7.0185,2.421777778,2.080166667,0.717833333,20.11966667,27.16322222,98.99344444,0.803277778,153.2966667,100.9686594
09-09-2023,19.1418064,47.18392256,3.018887205,5.029572391,7.837532828,2.421789562,2.127469697,0.815362374,20.04882323,26.98000337,99.15880976,0.976138047,202.992904,81.56704545
10-09-2023,19.34970918,46.932117,3.000998316,4.970586279,8.393345328,2.424136785,2.153386364,0.88099779,19.93928157,27.05036448,99.28553199,1.134235269,231.4920707,36.53659722
11-09-2023,18.72008333,47.16816667,3.01775,5.078083333,6.750454545,2.364083333,2.0635,0.685075758,20.03691667,30.12091667,94.33491667,0.923166667,250.9288333,99.8690625
12-09-2023,18.81701389,47.40715278,3.034270833,5.128715278,7.849652778,2.397881944,2.085347222,0.8,20.1409375,29.90878472,95.74583333,1.060520833,197.2763889,90.55892361
13-09-2023,18.68395833,47.07871528,3.012152778,5.128125,7.7771875,2.416631944,2.063194444,0.786597222,19.99795139,29.68100694,98.75371528,0.784201389,179.6956597,59.93605263
14-09-2023,18.67982639,47.07333333,3.011076389,5.096354167,7.77875,2.390173611,2.061145833,0.78625,19.96565972,28.01677083,98.78899306,0.745416667,162.3056597,68.22579861
15-09-2023,19.00083333,47.85388889,3.065555556,5.1225,5.848333333,2.346388889,2.100833333,0.606458333,20.33638889,26.00888889,98.97527778,0.505,126.675,100.6101042
16-09-2023,18.14635417,45.945,2.9209375,5.19125,6.853703704,2.335729167,2.081875,0.662685185,20.3265625,29.87020833,98.2103125,0.568854167,167.7963542,123.2018403
17-09-2023,18.60927083,46.91517361,2.999618056,5.129548611,7.756875,2.416666667,2.07375,0.787395833,19.80565972,30.36513889,97.97010417,0.635451389,143.1845139,47.1684058
18-09-2023,18.32833333,46.21177083,2.952534722,5.147534722,7.787777778,2.432395833,2.051111111,0.801354167,19.84979167,29.91454861,98.07003472,0.679270833,150.8538889,102.74875
19-09-2023,18.52013889,46.669375,2.984722222,5.180902778,7.65125,2.408923611,2.061180556,0.780798611,19.91381944,29.91440972,97.82902778,0.703472222,168.2128819,103.1649275
20-09-2023,18.56770833,46.79350694,2.993784722,5.125659722,7.8125,2.409201389,2.064791667,0.793472222,19.75572917,31.03107639,95.65222222,0.846631944,179.5531597,102.1718116
21-09-2023,18.3625,46.30239583,2.956875,5.103854167,7.813333333,2.346666667,2.081354167,0.787604167,19.8346875,29.16708333,98.15927083,0.508958333,78.400625,86.55079861
22-09-2023,18.32581019,46.22144676,2.950613426,5.059756944,7.921111111,2.326006944,2.089282407,0.794097222,19.75561343,29.29019676,97.54375,0.491840278,52.24329861,106.2483696
23-09-2023,18.55666667,46.77166667,2.991944444,5.120486111,7.179166667,2.446944444,2.058333333,0.743205128,19.85520833,31.46951389,97.98541667,0.823402778,214.9458333,119.9441667
24-09-2023,18.76059028,47.26451389,3.02,5.188958333,7.795625,2.4159375,2.078472222,0.791145833,20.0434375,29.615625,97.0940625,0.830625,195.2059375,105.9518056
25-09-2023,18.63805556,46.96673611,3.005034722,5.190069444,7.772222222,2.385972222,2.062916667,0.789305556,19.94864583,30.41833333,97.81402778,0.767152778,191.0527083,106.6500347
26-09-2023,18.72133333,47.165,3.018833333,5.093166667,7.721277778,2.425,2.077888889,0.7895,20.037,30.0895,97.8845,0.653055556,141.9502778,112.3319792
27-09-2023,18.66740278,47.03256944,3.013456019,5.061606481,7.688694444,2.418032407,2.072509259,0.788337963,20.00325694,30.51502778,98.38796759,0.572708333,122.8139815,116.8719792
28-09-2023,18.64777431,46.9828125,3.012872685,5.013710648,7.651520833,2.422563657,2.072217593,0.787515046,20.00003819,30.75196528,98.78318634,0.483923611,96.18615162,56.74858696
29-09-2023,18.37714286,46.31678571,2.961428571,5.125714286,7.838333333,2.360714286,2.061785714,0.693571429,19.48166667,27.39333333,98.15,0.608333333,96.52708333,84.73427083
30-09-2023,18.27384673,46.06160549,2.943891645,5.131118276,7.875821759,2.343118662,2.058113977,0.661708278,19.30673032,26.43174769,98.20241705,0.590613426,78.88884066,68.27288194
01-10-2023,18.12871677,45.70371362,2.917877921,5.163172178,7.950641204,2.314459601,2.052752205,0.614325011,19.04593519,24.87090046,98.08343326,0.608425926,65.74539159,68.79960526
02-10-2023,17.98358681,45.34582176,2.891864198,5.19522608,8.025460648,2.28580054,2.047390432,0.566941744,18.78514005,23.31005324,97.96444946,0.626238426,52.60194252,141.0633333
03-10-2023,18.08098504,45.72258761,2.918115385,5.116608974,7.073668651,2.453037037,1.993617521,0.67721746,19.40392308,30.24776425,99.35289601,1.147485043,191.7009736,152.7468056
04-10-2023,18.17972222,45.93638889,2.933125,5.11515625,7.083263889,2.438842593,2.007743056,0.686836806,19.49779514,30.74131366,96.58912037,1.051944444,188.5900289,153.3218841
05-10-2023,18.17,45.91138889,2.931388889,5.131388889,6.8775,2.428425926,2.01,0.678416667,19.48722222,32.21518519,93.04398148,1.071944444,240.7018519,142.0179167
06-10-2023,18.485,46.59,2.98,5.095833333,7.999166667,2.43,2.052222222,0.786666667,19.78527778,29.52166667,98.15638889,0.639444444,69.68111111,141.4052431
07-10-2023,18.58570513,46.84217949,2.994679487,5.090576923,5.964702381,2.345833333,2.053269231,0.608630952,19.89326923,33.69448718,76.45224359,0.861538462,238.9629487,147.6224638
08-10-2023,18.46555556,46.54,2.976527778,5.128298611,7.587638889,2.409166667,2.056736111,0.769826389,19.76413194,32.46940972,91.06611111,0.679444444,173.9047569,128.1661458
09-10-2023,18.48204861,46.58739583,2.978194444,5.169861111,7.785833333,2.381006944,2.0365625,0.7859375,19.78284722,32.94399306,88.52083333,0.75875,169.6670833,134.9823611
10-10-2023,18.81803571,47.40553571,3.034107143,5.154464286,7.819642857,2.37625,2.076607143,0.800178571,20.14142857,32.73142857,86.60767857,0.842321429,134.9210714,123.6195076
11-10-2023,19.15402282,48.2236756,3.090019841,5.13906746,7.853452381,2.371493056,2.116651786,0.814419643,20.50000992,32.51886409,84.69452381,0.925892857,100.1750595,59.41489583
12-10-2023,18.66113095,46.51678571,3.013511905,5.116190476,7.302055556,2.354345238,2.067321429,0.741277778,20.00386905,32.04880952,98.13178571,0.827380952,137.6360714,99.27270833
13-10-2023,18.53857639,46.71975694,2.987777778,5.160763889,7.720277778,2.397534722,2.058923611,0.780138889,19.84236111,30.92180556,97.20729167,0.747638889,152.0454167,129.0910069
14-10-2023,18.52513889,46.6940625,2.985520833,5.141111111,7.807708333,2.4184375,2.052048611,0.788229167,19.82864583,30.83065972,98.1821875,0.716215278,163.0970486,124.8588889
15-10-2023,18.4825,46.58663194,2.978263889,5.138715278,7.729479167,2.4553125,2.049930556,0.778854167,19.78260417,31.03017361,98.16788194,0.598680556,158.2331944,77.33729167
16-10-2023,18.838,47.45525,3.0375,5.21425,3.89725,2.39425,2.0735,0.4005,20.16175,30.53375,97.94525,0.54375,91.85175,124.1999242
17-10-2023,18.92807407,47.67316898,3.052407407,5.237831019,2.5676875,2.398479167,2.079944444,0.268131944,20.2574375,30.50128472,97.86150231,0.447083333,66.48203241,139.0890476
18-10-2023,19.08450463,48.05376273,3.078396991,5.274400463,0.612458333,2.386385417,2.090670139,0.074267361,20.42398958,30.35282986,97.74303356,0.360850694,30.8593831,174.1486806
19-10-2023,19.24093519,48.43435648,3.104386574,5.310969907,-1.342770833,2.374291667,2.101395833,-0.119597222,20.59054167,30.204375,97.62456481,0.274618056,-4.763266204,136.9091319
20-10-2023,24.20102564,52.59628205,3.798333333,5.944935897,8.231388889,2.050833333,2.098416667,0.727944444,35.74884615,33.01685897,92.60230769,0.695961538,181.6760897,140.1642014
21-10-2023,29.69979167,56.65430556,2.6490625,4.822569444,7.324548611,1.521111111,0.978611111,0.799513889,35.87840278,29.7796875,95.68597222,0.715381944,175.5350347,140.0715625
22-10-2023,31.31767361,57.3703125,1.9815625,4.1525,6.476423611,1.338541667,1.188293651,0.837048611,33.60725694,28.28100694,97.78125,0.765902778,174.5127778,150.2366667
23-10-2023,31.70413194,58.06784722,2.007638889,4.142291667,6.824583333,1.315277778,0.778409091,0.893368056,34.00315972,27.9909375,96.01517361,0.798298611,146.7165625,134.2282639
24-10-2023,31.294375,57.326875,1.981875,4.2525,6.656875,1.3025,0.91,0.883125,33.58,25.281875,98.37,0.439375,159.92625,134.7848958
25-10-2023,31.32805556,57.39222222,1.981944444,4.187222222,4.49125,1.337222222,13.62416667,0.606875,33.61888889,31.79416667,88.88416667,0.934444444,219.1847222,109.2463889
26-10-2023,32.18138889,58.99583333,2.044537037,4.048148148,6.754074074,1.315833333,0.371666667,0.908518519,34.57138889,32.81453704,98.29027778,0.812962963,136.0042593,142.5049306
27-10-2023,31.57,57.8280303,1.998712121,4.142272727,6.568409091,1.300378788,1.137651515,0.871363636,33.87704545,34.64492424,98.31386364,0.600757576,125.1591667,139.1257639
28-10-2023,31.31509259,57.3675,1.980833333,4.199722222,6.20575,1.308796296,7.744791667,0.794666667,33.60398148,29.89814815,97.06694444,0.639537037,144.8834259,87.85819444
29-10-2023,31.92899306,58.44295139,2.022847222,4.135104167,6.784583333,1.313159722,0.925104167,0.899826389,34.24211806,29.90784722,98.2309375,0.664270833,145.3821875,75.89836957
30-10-2023,31.55454545,57.79590909,1.997272727,4.132954545,6.734090909,1.324545455,8.169545455,0.889772727,33.85909091,28.67113636,98.31545455,0.430454545,123.4422727,101.4024275
31-10-2023,31.83899656,58.29719592,2.016757155,4.089159301,7.10314899,1.331249649,6.037900884,0.956527988,34.15683958,28.26536546,99.11962226,0.36900498,116.4614755,96.40235507
01-11-2023,31.95872299,58.51140046,2.024976852,4.055775463,7.367319444,1.339124228,6.250277778,1.004081019,34.28439429,27.65185957,99.74387731,0.264463735,105.7408989,88.18059028
02-11-2023,32.195,58.9525,2.041666667,4.019166667,4.47,1.405833333,6.2275,0.568125,34.545,32.59916667,98.05666667,0.636666667,132.9575,133.2190972
03-11-2023,31.09666667,56.97666667,1.963333333,4.463333333,2.6075,1.32,32.90666667,0.32875,33.37,29.93,98.28666667,0.34,122.5133333,126.2413542
04-11-2023,31.52296296,57.74203704,1.995925926,4.142685185,6.78712963,1.2975,21.613125,0.888425926,33.7637037,28.2437963,98.28111111,0.930185185,121.0952778,86.82270833
05-11-2023,31.47010417,57.64541667,1.991388889,4.109895833,6.596770833,1.312395833,0.433787879,0.866840278,33.76881944,31.13010417,98.21336806,0.667256944,188.9952431,82.57347222
06-11-2023,31.72583333,58.10708333,2.01125,4.192534722,6.850590278,1.315416667,6.835,0.895208333,34.05315972,32.55618056,93.7296875,1.064756944,149.1815625,121.1243056
07-11-2023,31.24347222,57.23430556,1.977465278,4.102256944,6.764548611,1.330902778,0.837719298,0.871631944,33.52190972,32.79104167,96.524375,0.619097222,155.02375,127.7801389
08-11-2023,31.89965278,58.42545139,2.021909722,4.203333333,6.770520833,1.309375,3.924322917,0.899861111,34.23204861,31.9134375,98.24145833,0.920625,214.8603125,37.21876812
09-11-2023,32.42798611,60.61430556,2.505868056,4.681631944,6.901909722,1.442708333,1.186944444,0.865104167,32.05878472,30.83645833,95.89979167,0.744756944,144.9261111,81.27527778
10-11-2023,36.31,74.32333333,5.096666667,7.25,8.78,1.973333333,1.136666667,0.99,22.35666667,29.12,98.38,0.556666667,57.19,127.3188406
11-11-2023,36.13458333,73.96354167,5.0740625,7.319375,10.46296296,1.967083333,14.624375,1.167685185,22.2478125,31.4625,89.539375,0.679375,166.84625,93.19392361
12-11-2023,35.9922807,73.67324561,5.052894737,7.227982456,11.04525,1.94004386,1.299666667,1.243541667,22.16087719,32.5597807,92.64894737,0.564912281,179.2980702,117.1054514
13-11-2023,35.44819444,72.57715278,4.974583333,7.232152778,11.80840278,1.945625,0.936931818,1.288090278,21.81600694,34.58895833,83.59444444,0.656666667,119.7983681,112.8671528
14-11-2023,36.53654762,74.7677381,5.1325,7.09297619,9.429166667,1.959404762,0.8525,1.038958333,22.58940476,31.96333333,96.95702381,0.351428571,122.2682143,120.4554167
15-11-2023,35.69204861,73.06909722,5.009027778,7.156597222,10.7925,1.902222222,2.638928571,1.189652778,22.11850694,32.49600694,84.8828125,0.746423611,142.8418056,115.4129762
16-11-2023,35.46295139,72.60618056,4.976736111,7.256701389,11.18357639,1.928194444,5.418333333,1.23375,21.72024306,31.82288194,90.74177083,0.707326389,167.2064236,117.6253819
17-11-2023,35.17996528,72.03451389,4.93625,7.220590278,11.56701389,1.973645833,5.395,1.251458333,21.79006944,31.69861111,94.5840625,0.730798611,171.0352431,128.5668056
18-11-2023,35.54933333,72.66122222,4.988777778,7.297777778,10.4496875,1.954111111,5.418722222,1.125572917,21.73166667,30.01827778,98.2965,0.594444444,129.6988333,109.3219565
19-11-2023,35.44038194,72.55947917,4.973888889,7.241284722,11.67357639,1.92375,5.453333333,1.2740625,21.81305556,31.41555556,94.28864583,0.584791667,128.8959722,126.9571528
20-11-2023,35.43645833,72.55135417,4.9725,7.385347222,11.79684028,1.952638889,5.407534722,1.2871875,21.80923611,31.92375,90.63576389,0.470520833,122.4756597,129.6233333
21-11-2023,29.19305556,62.92208333,3.848506944,5.569270833,8.983229167,1.367048611,5.957121212,1.273368056,35.77381944,31.67458333,89.568125,0.866423611,165.0981597,124.8762319
22-11-2023,6.882261905,30.84809028,2.984756944,4.268645833,6.715451389,0.965208333,1.579083333,1.219479167,27.54138889,28.69392361,98.17145833,0.935798611,160.8160417,102.3046875
23-11-2023,8.921597222,24.13364583,3.027013889,4.222291667,6.824097222,0.958611111,1.003731884,0.754722222,20.60118056,28.9140625,98.24958333,0.735833333,163.3561458,53.74392361
24-11-2023,12.62208333,27.85166667,3.010520833,4.293506944,6.708993056,0.956388889,3.054561404,0.742534722,19.79635417,29.96572917,95.5696875,0.751423611,126.4679167,36.70008333
25-11-2023,11.78697917,27.01708333,2.980486111,4.306875,6.777256944,0.951076389,1.752708333,0.693229167,18.6175,31.33454861,86.87979167,0.658333333,126.8195139,121.5754514
26-11-2023,13.4959375,28.725625,3.009444444,4.326875,6.714791667,0.947222222,1.515873016,0.655034722,17.10517361,32.92006944,83.37840278,0.660972222,86.51628472,105.7176389
27-11-2023,10.77298611,26.00322917,3.025416667,4.328055556,6.876701389,0.960277778,1.6455,0.707361111,23.10760417,32.7196875,79.78427083,0.708368056,196.0236458,129.0007609
28-11-2023,12.01951389,27.24930556,3.021423611,4.322638889,6.828923611,0.961180556,1.900570175,0.739409722,23.19326389,33.13309028,80.3009375,0.72375,125.5716319,118.5820076
29-11-2023,11.24715278,26.47715278,2.980520833,4.245451389,6.666215278,0.9553125,1.615958333,0.657604167,18.338125,32.89430556,86.66260417,0.703541667,111.3337153,100.4954167
30-11-2023,11.75270833,26.98270833,2.919166667,4.28,6.773888889,0.955,1.576166667,0.559375,13.01333333,32.31104167,92.82666667,0.589791667,112.723125,114.5126389
01-12-2023,11.40631944,26.63645833,2.871446759,4.24005787,6.70130787,0.950983796,1.37316155,0.472094907,8.001643519,31.95743056,99.12246528,0.538402778,103.6943171,111.7348958
02-12-2023,11.27291667,26.50315972,2.820318287,4.218738426,6.673790509,0.947893519,1.210959795,0.382077546,2.911678241,31.54640625,105.3853299,0.471423611,97.27006366,101.8927083
03-12-2023,11.13951389,26.36986111,2.769189815,4.197418981,6.646273148,0.944803241,1.048758041,0.292060185,-2.178287037,31.13538194,111.6481944,0.404444444,90.84581019,102.9374275
04-12-2023,11.00611111,26.2365625,2.718061343,4.176099537,6.618755787,0.941712963,0.886556287,0.202042824,-7.268252315,30.72435764,117.911059,0.337465278,84.42155671,79.28083333
05-12-2023,12.74269231,28.2475,2.985512821,4.264102564,6.051987179,0.965448718,9.17530303,0.603397436,32.78083333,35.75942308,90.15160256,0.760347222,225.5015278,78.18239583
06-12-2023,12.18866667,27.41866667,2.991166667,4.220583333,6.906916667,0.976083333,1.7825,0.7385,5.18975,32.63625,98.28575,0.7425,90.94458333,100.1767708
07-12-2023,17.17342593,32.40342593,3.088888889,4.270833333,6.031851852,0.966759259,10.46527778,0.706666667,24.51935185,33.25731481,94.70925926,0.811203704,194.3053704,99.42123016
08-12-2023,12.22402778,27.4459375,2.974027778,4.279652778,6.805381944,0.957604167,3.915659722,0.784583333,27.56378472,33.0353125,80.04805556,0.768263889,137.7905208,88.91788194
09-12-2023,12.08138889,27.31138889,2.988229167,4.249652778,6.935833333,0.955555556,3.915798611,0.646423611,26.08854167,30.76208333,96.34270833,0.639756944,194.8135417,70.07614583
10-12-2023,11.62965278,26.85868056,3.013611111,4.264409722,6.828125,0.962638889,3.939895833,0.745138889,22.95447917,31.53357639,93.33055556,0.714583333,147.4913889,85.19133333
11-12-2023,10.55194444,25.78194444,2.978730159,4.252142857,5.955451389,0.954960317,3.935595238,0.506944444,19.35833333,31.61833333,93.22488095,0.612103175,145.9461111,36.59732639
12-12-2023,11.28270833,26.51270833,2.9675,4.301006944,6.698194444,0.957604167,3.905451389,0.786736111,25.18822917,31.5471875,89.83829861,0.759861111,130.8185764,65.81625
13-12-2023,11.44361111,26.67361111,3.026875,4.349236111,5.662202381,0.957708333,3.995625,0.620833333,13.75701389,29.22798611,92.38486111,0.728125,93.54916667,93.07763889
14-12-2023,10.95333333,26.20383333,2.987583333,4.218583333,6.797916667,0.966916667,2.283958333,0.582916667,36.95633333,32.46183333,64.36208333,0.626833333,134.1315833,87.97486842
15-12-2023,9.50030303,24.73030303,2.981742424,4.351060606,6.8675,0.959015152,1.507416667,0.570227273,16.35916667,28.79393939,92.35257576,0.631212121,81.54681818,92.9503125
16-12-2023,18.94883333,34.17883333,2.950666667,4.222166667,6.508,0.968916667,3.301833333,0.55875,36.449,32.3955,86.698,0.626416667,217.1664167,93.57826087
17-12-2023,12.62145833,27.85145833,3.019652778,4.304791667,6.8146875,0.960347222,3.963159722,0.704756944,14.04822917,30.34715278,94.23802083,0.712743056,118.4896875,90.80155797
18-12-2023,11.70111111,26.93090278,2.975763889,4.228611111,6.821111111,0.956006944,3.891736111,0.728958333,14.03454861,29.89743056,92.21854167,0.755798611,115.8379514,54.50800725
19-12-2023,10.66152778,25.89152778,2.993680556,4.266388889,6.849548611,0.966805556,3.9196875,0.623020833,29.59197917,32.08423611,77.89927083,0.650798611,83.57993056,77.65797101
20-12-2023,10.52802083,25.758125,3.033229167,4.322708333,6.572986111,0.961145833,3.964027778,0.644756944,29.41670139,32.14114583,80.39260417,0.681041667,133.2820833,103.0710648
21-12-2023,10.95798611,26.18798611,2.999027778,4.269270833,5.666284722,0.969861111,3.9375,0.4175,23.76444444,31.57690972,88.05135417,0.532681159,139.8271377,96.24347222
22-12-2023,11.13927083,26.36927083,2.992152778,4.278819444,5.818506944,0.961875,3.914756944,0.652743056,27.65170139,31.71659722,83.41065972,0.759409722,135.6336806,73.11170139
23-12-2023,10.15274306,25.38274306,3.039375,4.328125,6.402256944,0.949965278,3.985104167,0.735138889,30.36267361,31.2328125,82.26565972,0.807326389,144.0717361,120.2453431
24-12-2023,10.06083333,25.29114583,2.998055556,4.279305556,6.777534722,0.953958333,3.925381944,0.767152778,35.35479167,31.58006944,76.37833333,0.740208333,111.9480903,99.13809524
25-12-2023,10.53135417,25.76135417,2.983958333,4.301458333,6.794270833,0.957013889,3.921909722,0.659618056,29.321875,32.15961806,82.99336806,0.693368056,143.7166319,109.446875
26-12-2023,10.76142361,25.99111111,3.005451389,4.290868056,6.803715278,0.9684375,3.942916667,0.752708333,27.3225,32.49152778,76.35875,0.778194444,108.2721528,164.6508974
27-12-2023,29.63451389,48.88895833,2.740659722,3.9725,5.914166667,1.261076389,8.770416667,0.705069444,32.19208333,33.18489583,71.49399306,0.8128125,134.9496875,141.11675
