Date,PM10,PM2.5,SO2,CO,NO,NO2,NOX,NH3,O3,WS,WD,TC,HR,SR
27-07-2021,25.05,5.26,1.38,0.56,10.01,29.96,40.05,7.99,5.91,13.42,71.9,30.48,56.58,191.47
28-07-2021,25.09,12.13,0.76,0.5,10.01,29.99,40.07,8,6.14,14.29,77.43,30.63,56.6,211
29-07-2021,25.04,5.64,1.62,0.4,10,29.92,39.99,7.99,6.13,14.66,81.77,30.72,56.65,223.42
30-07-2021,24.97,6.71,1.22,0.48,9.99,29.96,40,7.99,6.06,14.54,80.53,30.69,56.65,219.6
31-07-2021,25,5.97,1.24,0.46,9.99,29.97,39.98,7.98,6.03,14.64,81.79,30.73,56.65,224.9
01-08-2021,25.1,5.77,1.51,0.41,10.01,30,39.94,7.94,6.27,14.38,78.27,30.63,56.64,210.85
02-08-2021,25.11,5.96,0.91,0.56,10,29.95,40.04,8,6.1,14.49,78.91,30.65,56.62,214.23
03-08-2021,25.03,8.14,1.55,0.46,10.01,29.96,39.99,7.99,6.13,12.92,73.97,30.49,56.64,192.46
04-08-2021,25,6,0.75,0.53,10,30.01,40.01,8,5.91,13.27,71.86,30.48,56.58,191.2
05-08-2021,40.36,14.93,1.22,0.52,9.27,24.46,33.79,10.13,12.33,13.2,74.9,30.53,56.66,198.39
06-08-2021,60.59,26.35,1.49,0.64,10,17.19,27.23,12.59,16.33,6.95,184.78,30.1,67.36,128.95
07-08-2021,50.68,19.87,0.9,0.71,15,24.43,39.59,9.08,17.53,1.76,319.46,29.9,93.19,115.35
08-08-2021,36.95,15.71,1.93,0.61,15.04,24.55,39.55,9.05,22.29,1.66,317.34,31.03,97.26,263.56
09-08-2021,44.83,19.27,1.31,0.71,12.26,31.41,43.17,10.35,21.39,1.73,317.11,30.82,97.63,236.18
10-08-2021,47.15,30.56,1.45,0.73,11.05,35.12,44.84,11.07,25.26,1.38,265.61,28.45,92.38,159.82
11-08-2021,44.93,22.17,1.4,0.61,10.99,35.06,44.85,11,28.31,2.14,237.15,27.67,84.71,217.01
12-08-2021,45.8,23.49,2.06,0.64,11.01,35.15,44.88,10.95,31,2.13,237.06,27.51,79.51,195.25
13-08-2021,49.33,30.15,1.55,0.75,11.05,35.01,44.75,11.05,29.01,2.01,236.45,27.32,79.32,170.89
14-08-2021,51.06,31.17,1,0.81,11.05,34.94,45.1,10.97,24.97,1.72,234.73,27.24,79.24,159.16
15-08-2021,49.08,26.78,1.91,0.7,11.06,35.12,45.07,11.02,29.29,1.65,234.21,27.6,79.6,207.57
16-08-2021,53.98,31.83,1.76,0.81,10.99,35.08,45.11,11.02,30.59,1.73,234.68,27.83,79.83,237.55
17-08-2021,55.93,29.19,1.94,0.78,10.99,35.03,45.08,11.06,28.68,1.54,233.59,27.73,79.69,219.65
18-08-2021,42.28,18.99,1.93,0.69,9.92,29.73,38.86,9.49,34.29,2.03,236.61,27.64,79.64,212.9
19-08-2021,42.09,14.89,2.42,0.7,7.93,19.96,28.12,7.01,29.09,1.4,232.75,27.11,79.11,142.75
20-08-2021,43.77,22.8,2.06,0.69,7.89,20.1,27.85,6.94,29.58,1.68,234.49,28,80,260.35
21-08-2021,36.85,15.65,2.3,0.65,6.36,12.565,19.37,4.915,29.785,1.61,234.07,27.69,79.71,221.9
22-08-2021,33.183,13.323,2.385,0.624,5.231,7.109,13.127,3.431,29.535,1.589,233.954,27.718,79.75,227.095
23-08-2021,29.516,10.996,2.47,0.598,4.102,1.653,6.884,1.947,29.285,1.568,233.838,27.746,79.79,232.29
24-08-2021,44.3,14.42,1.64,0.76,7.97,20.11,28.07,7.01,27.1,1.6,234.01,27.96,79.96,254.67
25-08-2021,42.06,18.75,2.29,0.75,7.99,19.96,28.09,7.02,27.61,1.63,234.17,27.74,79.74,226.2
26-08-2021,40,14.48,1.72,0.74,8,20.01,28,7.01,27.6,1.82,235.43,27.62,79.62,209.9
27-08-2021,32.37,13.58,1.64,0.78,8,20.03,27.93,6.98,26.43,1.43,233,27.09,79.09,140.31
28-08-2021,37.44,17.72,1.42,0.69,8.08,19.96,27.9,6.93,30.36,1.84,235.53,27.38,79.38,177.97
29-08-2021,32.29,14.84,2.16,0.63,8.04,20.01,27.86,7,40.65,2.04,236.77,27.67,79.67,216.58
30-08-2021,34.73,17.3,1.99,0.66,8.04,19.96,27.9,7.01,34.89,2.42,238.61,27.87,79.87,242.75
31-08-2021,43.09,29.96,1.24,0.67,7.95,20.05,27.97,7.01,30.32,2.71,240.1,28.13,80.13,277.38
01-09-2021,38.92,26.16,2.25,0.64,8.01,20.11,27.8,6.99,30.42,3.1,242.39,27.98,79.98,257.94
02-09-2021,33.55,24.79,1.71,0.89,8.08,20.05,28.07,7.09,28.9,2.79,240.61,27.97,79.97,255.71
03-09-2021,33.25,29.53,1.74,0.77,8.06,19.95,28.06,7,31.63,2.39,238.22,27.64,79.64,210.86
04-09-2021,33.88,23.05,1.81,0.87,8.03,20.05,28.04,7,28.82,3.18,242.66,27.68,79.68,212.23
05-09-2021,28.41,17.68,1.8,0.67,7.94,19.88,27.88,7.05,31.13,3.22,242.86,27.4,79.4,180.36
06-09-2021,26.25,12.55,1.4,0.8,8.02,20.09,27.96,7.01,29.29,3.05,241.92,27.09,79.09,139.62
07-09-2021,37.85,23.44,1.8,0.96,8.05,19.91,28.08,7.01,29.02,2.38,238.29,28.27,80.27,295.36
08-09-2021,37.91,20.98,1.92,0.79,7.97,20.05,27.98,7.03,28.59,2.17,237.02,28.27,80.27,295.85
09-09-2021,40.72,25.03,1.81,0.71,8,19.92,27.96,6.97,26.32,2.59,239.48,28.64,80.64,333.26
10-09-2021,42.32,27.53,1.72,0.7,7.95,20.04,27.94,7.03,27.36,2.64,239.72,28.13,80.13,276.62
11-09-2021,40.71,26.73,1.56,0.67,8.04,19.93,27.95,6.96,27.22,3.32,243.56,27.4,79.4,180.65
12-09-2021,38.12,21.45,2.6,0.5,7.99,20.01,27.99,7.04,33.11,6.1,259.36,27.79,79.91,190.83
13-09-2021,38.115,22.3,2.475,0.48,8.01,20.015,27.985,7.035,33.56,6.465,261.4,27.17,79.29,114.525
14-09-2021,37.174,21.146,2.696,0.414,8.016,20.031,27.995,7.049,35.583,7.586,267.748,26.842,78.998,62.199
15-09-2021,36.233,19.992,2.917,0.348,8.022,20.047,28.005,7.063,37.606,8.707,274.096,26.514,78.706,9.873
16-09-2021,58.64,31.24,1.71,0.65,8.21,19.8,28.03,6.98,31.23,2.84,240.81,26.74,78.74,94.17
17-09-2021,50.35,29.53,1.44,0.61,6.88,22.95,30.79,6.44,28.19,3.45,244.47,28.39,80.39,311.99
18-09-2021,51.7,34.78,2.02,0.56,6.06,25.06,33.04,6.01,31.06,3.31,243.54,28.17,80.17,282.75
19-09-2021,50.39,34.23,2.36,0.69,6.04,25.01,33,6,31.52,3.91,247.01,27.97,79.97,256.05
20-09-2021,45.23,31.78,1.58,0.72,6.02,24.93,33.07,6.05,31.99,3.68,245.92,27.88,79.88,244.08
21-09-2021,41.39,29.1,1.91,0.67,6.01,24.94,32.93,5.98,29.19,3.35,243.7,28.05,80.05,267.15
22-09-2021,40.95,27.55,1.88,0.75,6.03,25.04,33.14,6.09,27.76,2.81,240.76,28.1,80.1,272.85
23-09-2021,39.52,28.94,1.85,0.69,6.03,25,33.07,6,31.01,2.4,238.63,28.04,80.04,265.85
24-09-2021,38.96,31.14,2.32,0.66,6.01,25.01,33.15,6.03,32.88,4.46,250.47,27.82,79.82,236.28
25-09-2021,40.17,31.18,1.51,0.75,5.93,24.98,33.06,5.98,30.56,5.06,253.28,27.92,79.92,249.6
26-09-2021,38.39,28.9,1.41,0.61,6,24.86,32.99,5.97,28.24,4.43,249.76,27.71,79.71,221.53
27-09-2021,37.21,23.41,1.37,0.66,6,24.83,32.97,6.01,27.77,3.71,245.72,27.2,79.2,154.85
28-09-2021,37.44,23.42,1.58,0.86,6.02,24.98,32.96,5.98,27.72,3.25,243.14,28.17,80.17,281.9
29-09-2021,37.85,21.87,1.62,0.74,5.99,24.9,32.94,6.01,28.84,3.08,242.13,28.01,80.01,260.9
30-09-2021,39.45,18.39,1.65,0.88,5.97,24.93,33.04,6.04,27.19,2.99,241.66,28.23,80.23,289.85
01-10-2021,39.44,31.41,1.74,0.88,6.02,25.01,32.96,6.02,29.65,3.38,244,27.55,79.55,200.91
02-10-2021,38.4,23.44,1.72,0.71,6,25.11,33.24,6.01,34.7,3.35,243.72,27.55,79.55,200.07
03-10-2021,38.26,14.99,2.33,0.65,5.98,25.09,33.09,6.02,38.85,3.73,245.85,27.59,79.57,202.91
04-10-2021,38.93,23.82,1.34,0.8,5.96,24.99,33.09,5.99,33.4,4.41,249.63,27.56,79.59,205.59
05-10-2021,39.75,30.1,2.15,0.69,6.03,25.01,33.11,6,33.77,4.39,249.54,27.74,79.74,225.38
06-10-2021,37.52,20.89,1.73,0.67,4.15,20.87,24.66,6.79,34.93,4.05,247.63,27.62,79.62,208.63
07-10-2021,39.54,20.29,1.25,0.79,1.65,18.11,19.03,7.5,33.48,3.52,244.67,27.84,79.84,238.52
08-10-2021,37.95,18.69,1.63,0.78,1.49,17.86,18.75,7.5,31.19,3.6,245.19,27.93,79.9,246.25
09-10-2021,41.09,11.75,1.67,0.73,0.93,16.14,16.66,7.5,30.22,3.74,246.03,27.37,79.37,176.86
10-10-2021,43.8,12.56,1.53,0.66,1.3,15.87,16.1,7.5,29.81,3.42,244.07,27.47,79.47,189.81
11-10-2021,50.19,17.96,1.55,0.67,4.72,18.56,22.28,7.5,26.69,3.34,243.58,27.25,79.25,161.19
12-10-2021,44.08,15.04,1.94,0.74,6.47,18.64,25.11,7.5,27.35,3.47,244.47,26.9,78.9,114.88
13-10-2021,52.73,17.15,1.81,0.68,6.33,19.79,26.11,7.5,27.43,3.21,242.85,27.3,79.3,167
14-10-2021,48.88,16.57,1.99,0.79,3.36,16.54,19.9,7.5,31.64,3.53,244.73,27.53,79.53,197.82
15-10-2021,54.31,22.79,1.3,0.67,2.99,16.71,19.7,7.5,37.12,3.59,245.1,27.45,79.45,187.61
16-10-2021,70.72,39.02,1.6,0.75,2.81,16.36,19.17,7.5,37.68,4.21,248.74,27.41,79.41,182.54
17-10-2021,51.56,22.64,2.07,0.67,3.05,17.21,20.26,7.5,44.62,3.38,243.78,27.25,79.25,161.5
18-10-2021,142,40.11,1.9,0.95,4.93,23.32,29.04,7.5,39.19,3.21,242.69,26.89,78.89,113.2
19-10-2021,197.86,45.57,2.34,0.64,3.09,17.06,20.16,7.5,38.67,3.93,246.89,27.42,79.42,183.43
20-10-2021,87.01,31.33,1.93,0.74,4.03,18.4,22.36,7.5,34.91,3.94,247.01,27.34,79.34,173.05
21-10-2021,48.73,19.36,2.08,0.83,4.54,16.49,21,7.5,41.81,3.92,246.85,27.42,79.42,183.78
22-10-2021,50.38,32.53,1.87,0.85,6,25.05,28.73,5.95,38.73,3.61,245.07,27.59,79.59,205.64
23-10-2021,41.54,23.37,1.71,0.71,6.01,25.08,28.17,6,36.53,3.55,244.68,26.75,78.75,94.69
24-10-2021,33.33,14.2,2.45,0.69,6.02,24.92,27.94,5.97,41.38,4.06,247.82,27.44,79.44,185.68
25-10-2021,38.99,22.81,2.27,0.76,6.04,25.14,28.19,5.98,41.46,4.29,249.04,27.69,79.69,218.81
26-10-2021,46.94,36.45,2.07,0.76,7.5,19.29,24.88,7.91,41.22,3.79,246.18,27.05,64.82,134.06
27-10-2021,47.4,40.06,1.51,0.94,8.73,14.05,22.02,9.69,36.12,3.54,244.67,27.12,52.12,143.65
28-10-2021,35.96,25.36,3.04,0.74,8.72,14.01,22.08,9.68,49.92,3.81,246.27,27.47,52.47,190.51
29-10-2021,58.24,40.85,1.82,0.97,8.88,13.93,21.98,9.65,40.35,3.68,245.79,27.57,52.57,202.74
30-10-2021,58.04,25.37,1.32,0.92,8.7,13.98,21.93,9.74,34.14,3.66,245.39,27.52,52.52,197.05
31-10-2021,53.11,20.49,1.54,0.78,8.76,13.98,21.92,9.71,34.15,3.82,246.39,27.39,52.39,179.72
01-11-2021,49.56,11.66,1.77,1,8.79,13.96,21.98,9.68,28,3.36,243.55,27.35,52.33,171.16
02-11-2021,43.04,11.2,2.85,0.7,8.79,14.02,21.89,9.47,33.14,4,247.39,27.64,52.64,212.6
03-11-2021,45.03,19.75,1.94,0.97,8.68,14,22.1,9.62,25.52,3.42,244,27.06,52.06,135.77
04-11-2021,43.71,14.68,1.8,0.86,8.74,14.03,21.98,9.63,31.33,3.53,244.65,27.09,52.09,139.2
05-11-2021,42.93,24.09,1.13,0.7,8.74,14.01,21.99,9.66,30.42,3.57,244.9,26.91,51.91,116.45
06-11-2021,45.07,26.23,1.68,0.97,8.49,14.06,21.84,9.48,26.13,3.68,245.86,27.48,52.48,191.31
07-11-2021,48.8,23.75,2.19,0.96,8.8,13.97,22.05,9.53,24.14,3.7,245.58,27.08,52.08,139.12
08-11-2021,50.54,33.08,1.23,0.73,8.81,14.09,21.94,9.64,18.24,3.66,246.61,26.7,51.7,88.22
09-11-2021,49.28,28.45,2.01,1.09,8.65,14.03,22.04,9.73,22.48,3.32,242.82,26.66,51.66,83.71
10-11-2021,101.87,66.29,2.01,0.98,8.79,13.88,21.96,9.61,25.8,3.6,243.76,26.68,51.68,84.22
11-11-2021,124.91,62.61,1.68,0.96,8.87,14.07,22,9.55,23.65,4,247.27,26.88,51.9,117.65
12-11-2021,62.3,35.03,2.8,0.83,8.74,14.05,21.92,9.7,19.51,3.59,244.83,26.75,51.75,94.78
13-11-2021,48.97,20.44,1.82,1.06,8.71,13.97,22.03,9.66,17.89,3.48,244.33,27,52,127.95
14-11-2021,29.66,9.17,1.73,0.84,8.84,13.97,22.03,9.7,19.86,3.56,244.82,27.04,52.04,133.23
15-11-2021,28.83,11.58,1.56,0.87,8.71,13.95,21.96,9.6,17.09,3.38,243.74,27.05,52.05,134.06
16-11-2021,35.53,15.86,1.67,0.93,8.77,13.94,21.99,9.74,18.14,3.58,245.09,26.94,51.94,120.03
17-11-2021,64.9,37.75,1.38,1.03,8.74,13.98,21.96,9.69,18.99,3.58,244.91,27.9,52.9,246.39
18-11-2021,46.03,25.37,1.96,0.82,8.72,14.01,21.99,9.6,17.14,3.86,246.57,27.36,52.36,175.9
19-11-2021,38.46,20.07,1.98,0.91,8.69,14.05,22.01,9.65,16.89,4.16,248.35,27.47,52.47,189.55
20-11-2021,41.03,24.43,1.74,1.07,8.72,14.02,21.98,9.65,16.51,3.6,245.09,27.18,52.18,151.28
21-11-2021,34.45,17.58,1.81,0.69,8.79,13.97,22.07,9.58,18.39,3.65,245.36,27.17,52.17,150.5
22-11-2021,44.6,21.89,1.73,0.86,8.76,14.06,21.97,9.64,16.84,3.91,246.86,27.91,52.91,248.34
23-11-2021,54.1,28.75,1.94,1,8.75,14,21.99,9.66,17.77,3.74,245.81,27.58,52.58,205.22
24-11-2021,52.71,31.97,1.38,0.88,8.78,14.03,21.95,9.63,17.54,3.73,245.81,27.46,52.46,188.81
25-11-2021,57.08,33.75,0.96,0.87,8.82,14.02,22.01,9.67,16.22,3.55,244.74,27.2,52.2,154.93
26-11-2021,75.07,47.99,1.55,0.92,8.73,14.06,22.03,9.66,16.91,3.48,244.33,27.26,52.26,162.64
27-11-2021,75.51,50.25,1.67,1.08,8.72,13.97,21.99,9.71,16.45,3.73,245.89,27.33,52.33,171.4
28-11-2021,59.39,37.8,2.07,0.64,8.77,14.02,22.01,9.65,18.1,3.77,246.07,27.34,52.34,173.48
29-11-2021,49.7,31.58,1.5,0.74,8.71,14.03,21.95,9.62,18.86,3.34,243.54,26.9,51.93,110.73
30-11-2021,46.54,26.65,1.46,0.82,8.76,14.04,22.09,9.54,16.57,3.55,245.33,27.51,52.37,171.42
01-12-2021,46.15,23.57,1.84,0.87,8.72,13.99,21.95,9.65,17.42,3.53,243.94,27.68,52.66,196.82
02-12-2021,42.62,24.66,1.86,1,8.76,14.05,22.02,9.68,16.7,3.5,244.47,27.41,52.41,182.61
03-12-2021,50.77,28.96,1.55,0.98,8.73,14.02,22.01,9.7,14.69,3.64,245.26,28.09,53.09,271.67
04-12-2021,41.54,23,1.54,0.91,8.85,13.97,21.99,9.66,16.29,3.72,246.17,27.05,52.05,134.9
05-12-2021,36.18,21.74,2.14,0.77,8.72,14,22,9.71,16.22,4.02,247.49,27.44,52.44,186.63
06-12-2021,47.21,28.37,1.17,0.83,8.74,13.97,22.01,9.66,16.56,3.92,246.95,27.32,52.32,169.73
07-12-2021,57.61,33.56,1.91,0.93,8.77,14,22.06,9.61,17.53,3.87,246.58,27.31,52.31,168.22
08-12-2021,85.04,55.83,1.66,1.02,8.77,14,21.98,9.65,18.76,3.63,245.18,27.34,52.34,173.02
09-12-2021,83.42,59.1,1.71,0.82,8.76,14.02,22.04,9.58,19.15,4.02,247.41,27.41,52.41,181.96
10-12-2021,60.26,38.78,1.98,0.81,8.73,14.01,22.01,9.65,18.75,3.59,244.99,27.31,52.31,169.11
11-12-2021,58.93,36.77,1.79,0.87,8.69,14.06,22.02,9.69,18.48,3.97,247.26,27.44,52.44,186.66
12-12-2021,46.41,29.49,1.55,0.75,8.81,13.95,22.01,9.66,18.42,3.92,246.96,27.47,52.47,190.12
13-12-2021,44.99,25.94,1.56,0.77,8.8,13.97,21.97,9.71,18.4,3.94,247.07,27.41,52.41,181.96
14-12-2021,57.21,34.11,1.95,0.96,8.7,14.06,21.95,9.7,18.08,3.89,246.75,27.34,52.34,173.2
15-12-2021,73.26,47.75,1.89,1.02,8.74,13.97,22.01,9.77,17.46,3.86,246.55,27.29,52.29,165.99
16-12-2021,78,58.65,1.98,0.86,8.7,14.03,21.97,9.55,17.52,3.95,247.16,27.41,52.41,182.51
17-12-2021,103.48,71.34,1.51,1.13,8.74,14.02,22.07,9.61,21.7,3.95,247.1,27.62,52.62,209.57
18-12-2021,106.49,72.81,1.98,0.83,8.72,14.08,22,9.68,21.74,3.9,246.79,27.31,52.3,167.88
19-12-2021,105.29,73.67,1.79,0.92,8.81,13.95,22.06,9.62,26.01,3.93,246.96,27.27,52.27,163.19
20-12-2021,92.77,63.7,1.81,1.01,8.76,14,21.98,9.67,24.3,4.01,247.54,27.35,52.35,173.87
21-12-2021,83.33,57.84,1.7,0.93,8.75,14,22,9.63,22.55,3.95,247.06,27.33,52.33,171.63
22-12-2021,87.8,63.84,2.38,1.08,8.71,13.99,21.91,9.66,20.63,3.84,246.4,27.33,52.33,171.35
23-12-2021,94.42,66.82,1.85,1.08,8.74,14.04,22.03,9.61,20.75,3.86,246.58,27.3,52.3,167.83
24-12-2021,110.68,80.98,1.92,1.12,8.8,14.04,21.93,9.63,20.55,3.86,246.51,27.23,52.23,157.7
25-12-2021,108.13,82.62,1.52,0.95,8.7,13.97,22.05,9.62,21.05,4.22,248.41,27.35,52.36,175.52
26-12-2021,89.67,59.39,3.02,0.74,8.61,13.87,22.18,9.91,28.26,3.63,245.16,26.54,51.54,66.7
27-12-2021,88.91,62.75,2.07,0.9,8.75,13.95,21.98,9.65,20.7,3.87,246.65,27.07,52.03,131.63
28-12-2021,81.13,56.5,1.98,1,8.71,13.98,21.99,9.63,20.56,4.06,247.73,27.34,52.34,172.94
29-12-2021,88.66,57.68,2.24,1.1,8.83,14.04,22.04,9.59,22.68,3.92,246.85,26.98,51.98,125.6
30-12-2021,71.53,46.95,2.33,0.99,8.86,13.98,21.98,9.68,18.99,4.02,247.54,27.31,52.31,168.8
31-12-2021,57.05,35.66,1.97,0.89,8.76,13.92,22.02,9.66,18.54,3.86,246.59,27.35,52.35,174.33
01-01-2022,42.89,26.55,1.58,0.91,8.78,14.02,21.98,9.67,18.99,3.85,246.61,27.39,52.39,178.89
02-01-2022,38.15,24.41,1.24,0.79,8.72,13.92,21.99,9.66,19.4,3.95,247.21,27.37,52.37,176.62
03-01-2022,48.62,31.05,1.94,0.95,8.75,13.94,22.03,9.65,18.93,4.03,247.58,27.34,52.34,172.61
04-01-2022,70.72,48.22,1.41,0.96,8.7,14.02,22.03,9.74,18.85,4,247.47,27.31,52.31,169.06
05-01-2022,79,54.89,1.39,0.84,8.7,13.98,22.05,9.67,21.57,3.96,247.12,27.26,52.26,162.55
06-01-2022,82.04,57.26,1.98,1.03,8.66,14.05,21.99,9.66,22.79,3.98,247.26,27.29,52.29,166.19
07-01-2022,90.64,64.27,2.09,0.87,8.8,14.01,21.96,9.63,21.34,3.9,246.77,27.13,52.13,144.85
08-01-2022,81.51,56.74,1.45,0.82,8.63,13.92,22.01,9.67,19.24,3.98,247.22,27.22,52.22,156.97
09-01-2022,66.97,44.67,2.13,0.83,8.79,14,22.01,9.66,18.5,3.96,247.09,27.28,52.28,165.31
10-01-2022,59.65,34.04,1.53,0.85,8.79,13.98,22.03,9.69,18.12,4.03,247.56,27.3,52.3,167.54
11-01-2022,59.44,32.64,2.28,0.77,8.72,13.99,21.91,9.65,19.83,4.2,248.51,27.35,52.35,173.59
12-01-2022,45.81,23.61,1.42,0.65,8.79,14.03,22.1,9.7,19.41,4.43,249.99,27.3,52.3,167.61
13-01-2022,67.29,41.96,1.74,0.91,8.79,13.98,22.03,9.69,17.66,4.06,247.77,27.33,52.33,171.69
14-01-2022,47.52,31.01,2.17,0.77,8.77,13.96,21.93,9.64,17.53,4.18,248.39,27.25,52.25,160.79
15-01-2022,46.53,27.99,2,0.77,8.69,13.96,21.99,9.63,19.33,4.25,248.84,27.32,52.32,169.99
16-01-2022,48.8,29.18,2.93,0.83,8.69,14,22.03,9.62,20.69,3.87,246.6,27.08,52.08,137.92
17-01-2022,53.36,32,2.36,0.86,8.72,14.04,21.97,9.68,18.91,4.05,247.7,27.28,52.28,165.42
18-01-2022,53,35.16,1.82,0.89,8.77,14.03,21.94,9.68,19.68,3.88,246.7,27.37,52.37,176.42
19-01-2022,66.05,44.65,2.1,0.79,8.74,13.98,21.98,9.67,20.27,3.9,246.82,27.36,52.36,175.56
20-01-2022,70.18,51.4,1.69,0.74,8.77,13.95,22.03,9.67,21.74,3.92,246.9,27.34,52.34,173.23
21-01-2022,74.2,52.99,1.82,1.01,8.79,14.07,21.94,9.6,21.39,3.86,246.52,27.36,52.36,175.88
22-01-2022,62.53,40.86,1.67,0.88,8.76,14.09,21.98,9.67,19.7,4.32,249.25,27.33,52.33,171.54
23-01-2022,35.26,20.82,1.96,0.76,8.73,13.93,22.01,9.62,18.9,4.35,249.47,27.37,52.37,177.25
24-01-2022,126.74,53.59,1.33,0.84,8.79,14,21.95,9.62,19.29,4.61,250.96,27.38,52.38,178.5
25-01-2022,162.54,78.24,1.6,0.72,8.67,14.05,22.02,9.66,19.93,4.5,250.29,27.35,52.35,174.03
26-01-2022,107.08,48.59,2.28,0.8,8.76,13.91,21.98,9.67,22.07,4.37,249.5,27.38,52.38,178.63
27-01-2022,104.15,47.45,2.13,0.79,8.76,14.02,21.98,9.61,23.09,4.33,249.33,27.37,52.37,176.66
28-01-2022,74.46,41.64,1.71,0.94,8.78,14.01,22.02,9.65,21.04,4.12,248.19,27.42,52.4,183.42
29-01-2022,62.4,36.73,1.65,1.01,8.76,13.94,22.04,9.7,22.77,4.22,248.72,27.4,52.4,181.23
30-01-2022,64.94,46.83,1.55,0.93,8.78,14,22.02,9.59,23.17,3.8,246.19,27.42,52.42,184.09
31-01-2022,79.64,50.91,2.34,1.11,8.76,13.96,21.97,9.73,21.25,3.88,246.63,27.37,52.37,176.79
01-02-2022,66.62,37.89,1.98,1.02,8.71,14,21.97,9.69,21.51,3.74,245.84,27.38,52.38,178.11
02-02-2022,69.12,40.53,2.3,0.91,8.73,13.95,22.05,9.62,21.6,3.84,246.43,27.35,52.35,173.65
03-02-2022,56.4,28.18,1.56,0.89,8.76,13.96,22.07,9.62,22.75,4.3,249.09,27.36,52.36,175.3
04-02-2022,48.44,18.21,1.92,0.87,8.74,13.95,22.06,9.68,20.48,4.5,250.32,27.58,52.58,204.97
05-02-2022,37.17,13.61,2.52,0.97,8.75,14.02,22.04,9.67,19.77,4.26,248.84,27.49,52.49,192.15
06-02-2022,45.55,17.34,1.97,0.76,8.77,13.99,21.96,9.66,21.27,4.07,247.74,27.29,52.29,166.13
07-02-2022,54.95,17.95,1.41,0.83,8.77,13.99,21.94,9.69,20.31,4.15,248.3,27.36,52.36,175.36
08-02-2022,77.12,26.48,1.98,0.85,8.69,13.98,21.96,9.63,22.74,4.22,248.62,27.34,52.34,172.43
09-02-2022,71.48,30.59,1.4,1.08,8.8,14,22.02,9.7,23.21,4.07,247.79,27.32,52.32,169.73
10-02-2022,62.74,27.74,2.02,0.92,8.84,13.97,21.99,9.64,23.33,4.31,249.24,27.39,52.39,179.51
11-02-2022,65.53,33.62,1.31,1.06,8.85,13.89,21.9,9.62,22.06,3.93,246.97,27.39,52.39,179.77
12-02-2022,59.76,35.54,1.87,0.92,8.7,13.92,21.98,9.65,21.37,4.2,248.57,27.44,52.44,186.58
13-02-2022,57.68,35.55,2.06,0.88,8.73,13.96,21.99,9.62,22.72,4.03,247.55,27.48,52.48,191.54
14-02-2022,61.88,35.1,1.88,0.86,8.76,13.99,21.99,9.69,23.26,3.94,247.1,27.41,52.41,182.36
15-02-2022,68.86,39.08,1.54,0.91,8.68,13.96,21.96,9.63,21.6,4.08,247.89,27.31,52.31,168.44
16-02-2022,70.59,43.23,1.41,0.93,8.81,14.01,22,9.65,22.71,4.01,247.53,27.39,52.39,178.84
17-02-2022,74,44.3,1.91,0.96,8.73,13.98,21.99,9.68,21.72,3.82,246.28,27.38,52.38,179.76
18-02-2022,56.75,33.57,1.97,1.07,8.69,13.98,22,9.64,21.35,4,247.34,27.35,52.35,174.07
19-02-2022,54.54,31,1.95,0.96,8.73,14.02,21.99,9.64,21.47,4.06,247.72,27.42,52.42,183.95
20-02-2022,57.19,30.93,1.6,0.81,8.89,13.97,21.96,9.66,18.96,4.05,247.65,27.4,52.4,180.89
21-02-2022,63.34,38.37,1.75,0.93,8.69,14.03,22,9.65,19.69,4.15,248.22,27.46,52.46,188.26
22-02-2022,62.17,37.86,2.09,0.77,8.74,14.03,21.99,9.68,22.32,4.16,248.29,27.41,52.41,182.74
23-02-2022,56.76,32.09,2.56,0.82,8.77,14.03,22,9.66,23.31,4.04,247.65,27.41,52.41,181.03
24-02-2022,59.69,35.64,1.3,0.92,8.74,13.98,21.92,9.61,21.31,4.29,249.16,27.53,52.53,197.82
25-02-2022,64.82,37.8,1.96,0.89,8.82,13.95,22.03,9.62,22.16,4.34,249.35,27.49,52.49,193.02
26-02-2022,65.13,39.46,1.47,0.84,8.75,13.96,22.02,9.77,22.02,4.11,248.03,27.41,52.41,182.33
27-02-2022,65.34,41.78,2.04,0.83,8.85,13.99,21.96,9.7,23.79,4.25,248.86,27.4,52.4,180.55
28-02-2022,68.9,42.81,2.15,0.93,8.73,14.01,22,9.64,20.96,4.15,248.28,27.38,52.38,178.15
01-03-2022,62.73,37.91,2.06,1.03,8.82,13.91,21.96,9.69,21.51,4.49,249.73,27.53,52.53,198.5
02-03-2022,68.65,36.09,2.37,0.94,8.73,13.94,21.89,9.57,21.91,4.18,248.42,27.41,52.41,182.47
03-03-2022,57.16,29.71,2.25,0.92,8.74,14.04,21.95,9.63,23.25,4.2,248.64,27.64,52.64,212.09
04-03-2022,64.12,36.05,2.31,0.91,8.88,13.98,22.03,9.63,25.4,3.17,242.78,27.53,52.49,192.45
05-03-2022,71.39,42.77,2.6,1.05,8.68,14.09,22.05,9.72,25.38,3.16,242.76,27.4,52.4,181.37
06-03-2022,57.42,33.66,1.31,0.95,8.75,14.01,21.92,9.64,21.27,3.1,242.34,27.45,52.45,187.46
07-03-2022,55.97,31.94,1.88,0.86,8.68,14,22.07,9.6,21.35,3.11,242.42,27.45,52.45,186.9
