Date,PM10,PM2.5,SO2,CO,NO,NO2,NOX,NH3,O3,WS,WD,TC,HR,SR
15-10-2022,66.34,38.63,1.07,0.37,5.7,12.69,18.72,4.34,13.51,1.93,235.89,27.29,52.29,265.09
16-10-2022,66.26,38.58,1.07,0.37,5.69,12.66,18.67,4.34,13.49,1.65,234.23,27.17,52.17,206.67
17-10-2022,65.96,38.4,1.06,0.45,5.67,12.76,18.75,4.35,13.41,1.92,235.87,27.37,52.37,230.33
18-10-2022,66.38,38.65,1.07,0.37,5.7,12.73,18.72,4.34,13.52,1.9,235.84,27.16,52.16,163.53
19-10-2022,66.27,38.58,1.07,0.37,5.7,12.77,18.76,4.33,13.49,1.91,235.85,27.46,52.46,259.36
20-10-2022,66.12,38.49,1.06,0.43,5.69,12.72,18.71,4.35,13.45,1.84,235.37,27.44,52.44,281.14
21-10-2022,66.35,38.63,1.07,0.44,5.7,12.7,18.76,4.36,13.51,1.79,235.08,27.28,52.28,258.61
22-10-2022,66.61,38.79,1.07,0.39,5.72,12.78,18.72,4.35,13.57,2.03,236.45,27.4,52.4,288.18
23-10-2022,66.24,38.56,1.07,0.48,5.69,12.77,18.72,4.33,13.48,2.25,237.81,27.26,52.26,229.04
24-10-2022,66.19,38.54,1.07,0.53,5.69,12.81,18.74,4.35,13.47,1.96,235.97,27.2,52.2,282.69
25-10-2022,66.33,38.62,1.07,0.41,5.7,12.7,18.75,4.31,13.5,2.22,237.55,27.12,52.12,283.84
26-10-2022,65.78,38.29,1.06,0.53,5.66,12.75,18.73,4.33,13.37,1.97,236.09,27.21,52.2,320.78
27-10-2022,66.2,38.54,1.07,0.77,5.69,12.79,18.7,4.35,13.47,1.82,235.24,27.07,52.07,287.25
28-10-2022,65.71,38.27,1.06,0.61,5.66,12.72,18.75,4.32,13.36,2.07,236.72,27.23,52.23,307.47
29-10-2022,66.05,38.45,1.06,0.57,5.68,12.76,18.71,4.33,13.43,2.23,237.81,27.27,52.27,272
30-10-2022,66.02,38.43,1.06,0.38,5.68,12.67,18.68,4.32,13.43,1.95,236.09,27.15,52.15,163.04
31-10-2022,66.48,38.71,1.07,0.55,5.71,12.73,18.71,4.32,13.54,1.9,235.68,27.26,52.26,255.91
01-11-2022,66.39,38.67,1.07,0.49,5.7,12.7,18.76,4.3,13.52,1.93,235.97,27.18,52.18,188.14
02-11-2022,67.8,40.64,1.07,0.57,5.69,12.79,18.75,4.34,13.46,2.32,238.34,27.4,52.4,244.52
03-11-2022,73.37,43.94,1.1,0.52,5.71,12.76,18.7,4.34,12.91,1.86,235.48,27.19,52.19,187.33
04-11-2022,75.59,43.5,1.12,0.36,5.68,12.76,18.78,4.32,12.15,1.94,236.01,27.38,52.38,238.48
05-11-2022,75.61,43.51,1.12,0.28,5.68,12.82,18.72,4.34,12.14,1.92,235.87,27.32,52.32,177.57
06-11-2022,75.74,43.61,1.12,0.42,5.69,12.68,18.77,4.32,12.18,2.07,236.72,27.3,52.3,281.91
07-11-2022,75.56,43.47,1.12,0.63,5.68,12.73,18.75,4.32,12.14,1.96,236.09,27.3,52.3,345.3
08-11-2022,75.85,43.74,1.12,0.6,5.7,12.73,18.78,4.34,12.22,2.05,236.63,27.18,52.18,190.03
09-11-2022,76.03,43.9,1.12,0.38,5.71,12.78,18.76,4.35,12.27,2.35,238.14,27.07,52.07,192.37
10-11-2022,76.14,44,1.12,0.37,5.72,12.7,18.71,4.34,12.3,2.44,238.66,27.13,52.13,258.24
11-11-2022,80.48,41.08,1.12,0.51,5.68,12.67,18.68,4.34,12.14,2.49,239.04,27.02,52.02,202.71
12-11-2022,86.75,38.68,1.12,0.34,5.72,12.63,18.69,4.35,12.31,2.03,236.17,26.43,51.43,82.26
13-11-2022,91.73333333,35.93333333,1.12,0.376666667,5.706666667,12.59666667,18.67333333,4.353333333,12.26,1.91,235.4666667,26.16,51.16,5.09
14-11-2022,68.59,37.94,1.11,0.39,5.64,12.79,18.71,4.35,11.99,3.91,247,27.44,52.44,300.05
15-11-2022,63.32,38.37,1.12,0.45,5.69,12.76,18.71,4.32,12.17,4.17,248.26,27.32,52.32,226.61
16-11-2022,71.87,38.45,1.12,0.54,5.69,12.74,18.78,4.34,12.21,4.2,248.3,26.43,51.43,132.19
17-11-2022,86.88,38.38,1.12,0.59,5.69,12.72,18.75,4.35,12.21,4.24,248.66,27.08,52.08,224.97
18-11-2022,101.4,38.33,1.12,0.51,5.68,12.67,18.74,4.34,12.17,4.07,247.73,27.09,52.09,239.71
19-11-2022,88.32,38.68,1.12,0.42,5.72,12.79,18.75,4.35,12.28,4.16,248.28,27.05,52.05,180.77
20-11-2022,90.19,38.16,1.12,0.36,5.66,12.77,18.69,4.34,12.08,4.01,247.38,27.06,52.06,135.65
21-11-2022,85.38,38.32,1.12,0.48,5.69,12.67,18.69,4.36,12.15,4.59,250.81,27.08,52.08,181.3
22-11-2022,80.93,38.66,1.12,0.41,5.72,12.69,18.67,4.34,12.3,4.47,250.06,27.12,52.1,189.74
23-11-2022,80.38,38.39,1.12,0.55,5.69,12.76,18.77,4.33,12.18,3.39,243.89,26.97,52,127.7
24-11-2022,81.04,38.72,1.14,0.43,5.73,12.69,18.71,4.34,12.33,3.22,242.87,26.96,51.97,123.37
25-11-2022,80.02,38.22,1.13,0.49,5.67,12.76,18.68,4.3,12.11,3.5,244.6,27.08,52.08,139.17
26-11-2022,81.29,38.84,1.14,0.61,5.74,12.73,18.81,4.32,12.38,3.47,244.32,27.1,52.1,141.48
27-11-2022,80.03,38.22,1.13,0.44,5.67,12.77,18.68,4.31,12.11,3.63,245.26,27.1,52.1,141.44
28-11-2022,80.24,38.33,1.13,0.44,5.68,12.77,18.72,4.36,12.15,3.75,246.01,27.16,52.16,148.57
29-11-2022,75.58,38.61,1.13,0.52,5.71,12.73,18.76,4.32,12.28,3.49,244.45,26.99,51.99,126.47
30-11-2022,64.73,38.45,1.13,0.79,5.69,12.68,18.77,4.34,12.21,3.25,243.02,26.66,51.66,83.46
01-12-2022,64.14,38.61,1.13,0.55,5.71,12.72,18.71,4.33,12.28,3.85,246.49,27.05,52.05,134.62
02-12-2022,67.15,38.4,1.13,0.52,5.69,12.7,18.75,4.3,9.63,3.61,245.2,27.08,52.08,138.18
03-12-2022,69.93,38.51,1.13,0.58,5.7,12.67,18.74,4.32,6.7,3.54,244.78,27.11,52.11,142.04
04-12-2022,69.27,38.15,1.12,0.29,5.66,12.73,18.74,4.34,6.57,3.57,245,27.1,52.1,140.82
05-12-2022,70.17,38.66,1.13,0.49,5.72,12.75,18.7,4.34,6.74,3.56,244.87,27.13,52.13,146.03
06-12-2022,69.44,38.26,1.13,0.58,5.67,12.7,18.81,4.36,6.61,3.57,244.91,27,52,127.73
07-12-2022,69.85,41.49,1.17,0.54,5.7,12.9,18.75,4.94,8.5,3.5,244.49,26.8,51.8,101.89
08-12-2022,69.36,45.96,1.23,0.67,5.67,13.28,18.81,5.96,11.24,3.85,246.51,26.84,51.84,106.89
09-12-2022,70.13,46.45,1.23,0.39,5.71,13.42,18.77,5.93,11.42,3.49,244.43,26.82,51.82,104.46
10-12-2022,69.94,46.32,1.23,0.46,5.7,13.29,18.7,5.9,11.38,3.88,246.68,27.09,52.09,139.57
11-12-2022,69.6,46.12,1.23,0.41,5.68,13.34,18.78,5.91,11.3,3.78,246.11,26.73,51.73,92.86
12-12-2022,67.67,45.31,1.23,0.42,5.67,13.32,18.68,5.88,11.27,3.67,245.9,26.3,51.3,50.86
13-12-2022,64.73,44.2,1.23,0.32,5.69,13.36,18.68,5.87,11.33,3.61,245.42,26.56,51.57,71.82
14-12-2022,65.22,44.51,1.23,0.5,5.72,13.35,18.77,5.89,11.45,3.08,242.03,27.05,52.05,134.01
15-12-2022,64.91,44.31,1.23,0.65,5.7,13.34,18.72,5.86,11.37,3.58,244.97,27,52,129.42
16-12-2022,64.47,44.04,1.23,0.58,5.67,13.41,18.83,5.89,11.27,3.71,245.75,27,52,127.45
17-12-2022,65.06,44.43,1.23,0.45,5.71,13.33,18.73,5.87,11.41,3.49,244.49,26.98,51.98,124.87
18-12-2022,64.48,44.04,1.23,0.41,5.67,13.36,18.75,5.88,11.27,3.76,246.17,27.09,52.09,139.9
19-12-2022,64.95,44.34,1.23,0.5,5.7,13.41,18.7,5.91,11.38,3.28,243.32,26.97,51.97,124.34
20-12-2022,65.01,44.37,1.23,0.59,5.71,13.37,18.71,5.91,11.39,3.73,245.92,27.13,52.13,145.81
21-12-2022,65.15,44.49,1.23,0.44,5.71,13.49,18.76,5.88,11.43,3.35,243.69,27.02,52.02,131.21
22-12-2022,64.35,44.54,1.23,0.47,5.72,13.32,18.68,5.91,11.46,3.71,245.84,27.32,52.32,152.19
23-12-2022,62.51,44.1,1.23,0.48,5.68,13.38,18.73,5.93,11.29,3.34,243.64,27.13,52.13,121.59
24-12-2022,62.99,44.37,1.23,0.36,5.7,13.29,18.7,5.91,11.39,3.43,244.08,26.98,51.94,113.77
25-12-2022,62.39,43.98,1.23,0.41,5.67,13.4,18.68,5.89,11.25,3.72,245.95,27.06,52.06,104.63
26-12-2022,62.73,44.24,1.23,0.59,5.69,13.32,18.71,5.88,11.33,3.14,242.51,27.04,52.04,95.94
27-12-2022,62.26,43.9,1.23,0.3,5.66,13.35,18.7,5.89,11.22,3.32,243.65,27.1,52.1,102.87
28-12-2022,62.64,44.15,1.23,0.49,5.68,13.33,18.69,5.88,11.31,3.52,244.76,27.06,52.06,96.8
29-12-2022,62.48,44.04,1.23,0.43,5.67,13.34,18.72,5.86,11.27,3.24,243.08,27.04,52.04,97.88
30-12-2022,62.7,44.18,1.23,0.61,5.69,13.34,18.79,5.9,11.32,3.35,243.71,26.99,51.99,105.54
31-12-2022,62.82,44.25,1.23,0.49,5.7,13.36,18.78,5.88,11.35,3.61,245.26,27.01,52.01,99.73
01-01-2023,82.50551389,48.77208333,2.707791667,0.406875,2.520305556,-0.61975,-2.549819444,4.006527778,38.30451389,0.972319444,429.6782639,32.70880556,65.16793056,95.00583333
02-01-2023,78.89625694,45.32583333,3.8535625,0.578229167,4.496152778,4.62975,5.980340278,5.780138889,35.51600694,0.872159722,329.5705903,31.46056944,68.31092361,89.84764493
03-01-2023,75.287,41.87958333,4.999333333,0.749583333,6.472,9.87925,14.5105,7.55375,32.7275,0.772,229.4629167,30.21233333,71.45391667,96.78893939
04-01-2023,71.67774306,38.43333333,6.145104167,0.9209375,8.447847222,15.12875,23.04065972,9.327361111,29.93899306,0.671840278,129.3552431,28.96409722,74.59690972,46.21158333
05-01-2023,68.40461806,34.83215278,7.633263889,1.094791667,10.95920139,20.94347222,32.3915625,11.39607639,26.99965278,0.658472222,119.9424306,29.13815972,73.00875,106.1193939
06-01-2023,67.83600694,34.54618056,7.571215278,1.086354167,10.87496528,21.13465278,32.59635417,11.46690972,26.78548611,0.634791667,138.6560069,29.33743056,69.81486111,93.68098485
07-01-2023,65.63854167,33.41798611,8.853993056,1.010590278,11.85423611,21.11815972,34.64128472,10.41947917,27.851875,0.623020833,141.2367708,29.77097222,68.35215278,102.4645635
08-01-2023,60.669375,29.894375,9.875138889,0.801527778,11.66559028,16.90204861,32.3090625,7.055659722,28.20368056,0.623298611,146.4025694,29.734375,74.38697917,98.815625
09-01-2023,60.788125,27.941875,3.68375,0.786875,4.79375,7.438125,11.6965625,5.7346875,22.1290625,0.4434375,87.0278125,26.4821875,96.955,80.55722222
10-01-2023,65.63854167,33.41798611,8.853993056,1.010590278,11.85423611,21.11815972,34.64128472,10.41947917,27.851875,0.623020833,141.2367708,29.77097222,68.35215278,95.59368056
11-01-2023,60.669375,29.894375,9.875138889,0.801527778,11.66559028,16.90204861,32.3090625,7.055659722,28.20368056,0.623298611,146.4025694,29.734375,74.38697917,105.7690972
12-01-2023,62.1425,28.57191667,3.763,0.565555556,4.874166667,7.527333333,8.261041667,5.601916667,22.38358333,0.668796296,164.4759259,27.35537037,73.47277778,114.8166319
13-01-2023,63.7903125,29.43440972,4.704756944,0.641875,6.320173611,10.39555556,16.29850694,6.718229167,26.38774306,0.814166667,166.0711806,26.06704861,79.07399306,118.1200347
14-01-2023,70.55020833,32.76513889,8.341770833,0.479305556,7.769375,13.40454861,21.20395833,7.867673611,30.46430556,0.652048611,136.7569097,27.01288194,73.93333333,109.7383333
15-01-2023,70.49729167,32.74430556,8.336597222,0.479305556,7.762395833,13.42329861,21.27413194,7.835347222,30.44302083,0.735763889,130.4260417,27.70534722,80.34010417,109.4757986
16-01-2023,75.36118056,34.6534375,6.216180556,0.723576389,10.94409722,25.15708333,35.50642361,9.531006944,27.11302083,0.757430556,162.4082986,28.40375,82.46777778,117.7076389
17-01-2023,78.28236111,35.534375,4.107604167,0.934340278,13.54034722,35.43829861,49.36364583,10.86791667,23.32430556,0.727986111,153.0519097,28.46704861,83.41590278,132.4491319
18-01-2023,85.286875,43.57159722,6.394583333,1.032256944,15.72861111,37.99208333,53.43371528,12.68170139,26.43947917,0.707361111,147.6840278,28.36913194,73.065625,150.4683333
19-01-2023,91.36284722,50.86048611,8.396805556,1.115868056,17.73114583,39.55802083,57.3034375,14.28197917,29.34708333,0.8315625,126.1883333,28.6746875,63.8925,139.9181597
20-01-2023,90.07305556,50.14777778,8.281111111,1.101666667,17.48861111,40.43722222,57.76083333,14.225,28.96083333,0.594444444,80.59805556,25.44083333,72.56444444,168.8073039
21-01-2023,93.69377315,54.76946759,9.577361111,1.152673611,18.74278935,41.77424769,60.49311343,15.2728588,30.77048611,0.598206019,51.07083333,24.56658565,69.33967593,188.6318182
22-01-2023,96.08686343,58.05755787,10.520625,1.187378472,19.62278935,42.99681713,62.65667245,16.0445081,32.03116319,0.541747685,17.52784722,23.10243634,69.08908565,134.3163235
23-01-2023,99.93243056,54.41791667,8.97,0.413888889,22.82774306,52.4,52.2699537,17.0025,36.34336806,0.466631944,287.8968056,31.80395833,104.7369792,112.562875
24-01-2023,98.15875,53.67333333,8.850208333,0.553541667,20.00489583,44.264375,45.66716435,15.05854167,32.73458333,0.518958333,259.329375,31.6475,99.01010417,34.22908333
25-01-2023,96.38506944,52.92875,8.730416667,0.693194444,17.18204861,36.12875,39.064375,13.11458333,29.12579861,0.571284722,230.7619444,31.49104167,93.28322917,200.0854315
26-01-2023,94.61138889,52.18416667,8.610625,0.832847222,14.35920139,27.993125,32.46158565,11.170625,25.51701389,0.623611111,202.1945139,31.33458333,87.55635417,179.0244345
27-01-2023,92.83770833,51.43958333,8.490833333,0.9725,11.53635417,19.8575,25.8587963,9.226666667,21.90822917,0.6759375,173.6270833,31.178125,81.82947917,166.7838095
28-01-2023,91.06402778,50.695,8.371041667,1.112152778,8.713506944,11.721875,19.25600694,7.282708333,18.29944444,0.728263889,145.0596528,31.02166667,76.10260417,124.5738889
29-01-2023,90.42347222,50.34027778,8.313784722,1.104965278,8.651631944,11.70840278,19.60534722,7.323402778,18.16329861,0.599201389,129.1666319,31.08795139,72.99916667,114.0374306
30-01-2023,85.33097222,44.74350694,9.457708333,0.968611111,9.560659722,14.43923611,23.85885417,10.45861111,21.47961806,0.840625,216.9497222,31.15201389,79.95520833,100.0926389
31-01-2023,80.33302083,39.439375,10.44746528,0.841388889,10.34819444,17.22409722,27.36111111,13.22065972,24.3784375,0.984722222,239.1045486,31.76121528,83.40635417,101.9125694
01-02-2023,76.98857639,36.18125,9.080208333,0.727222222,11.58743056,19.3671875,31.24659722,11.8525,21.85020833,0.783333333,214.5958333,32.07944444,77.68472222,113.3403125
02-02-2023,71.16430556,32.08079861,6.741006944,0.562395833,14.20482639,23.45878472,37.73909722,9.705763889,18.35111111,0.7590625,88.77746528,31.61760417,67.76833333,125.5632292
03-02-2023,72.019375,32.02697917,6.816805556,0.561423611,14.18135417,23.53322917,37.79677083,9.648888889,18.32069444,0.701180556,140.5928472,31.25763889,75.67472222,107.3721181
04-02-2023,69.7509375,31.179375,6.616875,0.5465625,13.8096875,24.1559375,38.265625,9.57125,17.8421875,0.4721875,110.3428125,28.173125,97.0265625,119.9210069
05-02-2023,71.16430556,32.08079861,6.741006944,0.562395833,14.20482639,23.45878472,37.73909722,9.705763889,18.35111111,0.7590625,88.77746528,31.61760417,67.76833333,113.1051812
06-02-2023,72.019375,32.02697917,6.816805556,0.561423611,14.18135417,23.53322917,37.79677083,9.648888889,18.32069444,0.701180556,140.5928472,31.25763889,75.67472222,111.2603125
07-02-2023,69.7509375,31.179375,6.616875,0.5465625,13.8096875,24.1559375,38.265625,9.57125,17.8421875,0.4721875,110.3428125,28.173125,97.0265625,98.52659722
08-02-2023,71.16430556,32.08079861,6.741006944,0.562395833,14.20482639,23.45878472,37.73909722,9.705763889,18.35111111,0.7590625,88.77746528,31.61760417,67.76833333,140.3940278
09-02-2023,72.019375,32.02697917,6.816805556,0.561423611,14.18135417,23.53322917,37.79677083,9.648888889,18.32069444,0.701180556,140.5928472,31.25763889,75.67472222,133.1047358
10-02-2023,71.81477273,32.07305556,6.773125,0.533194444,14.20166667,23.99243056,35.88069444,9.833680556,18.34694444,0.7725,191.8800694,33.11465278,66.28097222,140.0180183
11-02-2023,71.79895833,32.19857639,6.797222222,0.564826389,14.25663194,23.78215278,37.73711806,9.62375,18.41635417,0.703055556,143.2707986,29.88829861,86.10416667,146.9313007
12-02-2023,71.94236111,32.26569444,6.810555556,0.565520833,14.28576389,23.528125,37.80864583,9.542430556,18.45458333,0.709027778,155.2838194,30.26090278,82.57895833,163.5172727
13-02-2023,74.72177083,31.34947917,4.961666667,0.769652778,11.7196875,22.12555556,33.75472222,8.242048611,21.81034722,0.739097222,157.8373611,30.583125,79.20822917,135.5405159
14-02-2023,79.37717391,30.20148551,2.260289855,0.998298611,8.016449275,19.95532609,26.3184375,6.293297101,26.91923913,0.7775,163.772029,30.6948913,83.0925,119.2249653
15-02-2023,79.43006944,30.22090278,2.261944444,1.055625,8.021597222,19.76510417,27.80618056,6.347847222,26.93708333,0.749930556,137.4789931,31.22243056,76.11815972,118.8828472
16-02-2023,83.47888889,32.48083333,4.660763889,0.958854167,5.2453125,15.78413194,21.0471875,7.678680556,28.80322917,0.681180556,140.2628125,31.57236111,78.17704861,124.3468841
17-02-2023,87.92725694,34.75809028,6.5921875,0.900798611,3.196909722,12.99378472,16.20340278,8.774305556,30.69545139,0.719513889,162.1470139,31.56524306,77.65552083,114.8645486
18-02-2023,87.99444444,34.85913194,6.621875,0.902569444,3.199270833,13.04465278,16.19128472,8.817048611,30.71979167,0.7671875,156.4682986,31.8334375,81.40166667,118.7366319
19-02-2023,87.65357639,34.3825,6.523368056,0.890694444,3.187118056,12.95552083,16.15625,8.769027778,30.59986111,0.780347222,162.6416319,32.15420139,69.5321875,110.5251736
20-02-2023,81.22197917,32.25225694,6.027743056,0.723611111,4.642916667,16.6959375,21.26347222,7.353194444,25.32986111,0.824375,162.6448264,32.12760417,75.70052083,111.0345139
21-02-2023,80.02274306,37.18715278,6.185208333,0.775729167,6.433888889,18.75180556,24.81666667,6.527048611,22.48982639,0.815833333,174.2583681,32.69694444,80.11784722,117.3912319
22-02-2023,84.34988636,48.58265152,10.67765152,1.081376812,9.267765152,18.17776515,24.97971014,9.519924242,35.40287879,0.859242424,160.1541667,32.87011364,72.23363636,119.0659783
23-02-2023,83.33590909,38.92,13.85863636,0.946363636,10.46068182,21.45636364,31.71477273,11.8,39.74477273,0.585681818,85.02681818,30.89681818,89.825,141.702875
24-02-2023,80.65612479,44.48125126,13.1961593,0.971037714,11.83260375,22.82512311,33.2844609,10.43183733,36.38389099,0.704172769,114.8933927,31.89991793,83.59897706,141.1811905
25-02-2023,79.67318242,46.41952814,14.5905628,0.995127317,13.44231713,24.53315611,36.35991847,10.89873163,38.00371738,0.684761785,104.8060711,31.84374594,85.16007248,152.8023684
26-02-2023,78.69024005,48.35780501,15.9849663,1.019216921,15.05203051,26.24118912,39.43537604,11.36562593,39.62354377,0.6653508,94.71874946,31.78757395,86.7211679,81.47558333
27-02-2023,65.67363095,31.73434524,6.489761905,0.712111111,6.51625,12.34255952,18.00883333,9.241369048,41.05220238,0.814940476,154.6519643,31.87255952,50.91571429,133.1044697
28-02-2023,65.89347222,33.04076389,1.118611111,0.748333333,4.4840625,7.532986111,12.999375,7.838506944,31.86357639,0.803854167,171.9867361,28.5975,70.04065972,135.9027273
01-03-2023,83.94420139,36.38763889,1.441439394,0.936944444,8.055590278,15.61180556,24.07895833,10.5940625,25.21413194,0.6653125,147.3429167,30.13517361,72.99934028,125.84875
02-03-2023,79.24736111,37.65503472,1.829611111,0.855729167,9.674166667,19.90097222,29.28958333,11.08642361,28.13402778,0.845833333,147.9534722,30.35451389,66.09166667,153.0890789
03-03-2023,60.48649306,33.83628472,5.472121212,0.989722222,5.943958333,14.02041667,18.68111111,5.885381944,34.4859375,0.770972222,131.4604167,29.35881944,63.6,193.3990104
04-03-2023,65.51722222,32.05809028,14.84436275,1.104548611,10.81128472,21.34888889,31.61565972,10.04361111,22.04715278,0.7240625,146.0543056,29.45045139,62.92413194,198.8288889
05-03-2023,91.26177083,40.01489583,4.541421569,1.358715278,20.15065972,34.51996528,54.8084375,17.81052083,25.91697917,0.737534722,190.3732639,30.44663194,66.56510417,232.6040191
06-03-2023,92.62065972,40.98420139,7.18781746,1.325694444,18.70309028,33.65260417,52.31836806,19.24982639,35.29024306,0.681354167,158.3604861,32.43972222,70.34982639,233.0821528
07-03-2023,97.95805556,43.46100694,4.144509804,1.304097222,17.68809028,32.52895833,50.28871528,20.25795139,45.08184028,0.753541667,158.6275347,33.66663194,67.42986111,121.5862121
08-03-2023,83.93034722,42.17715278,11.84648148,1.214861111,14.71583333,27.19802083,42.2103125,15.68604167,47.59885417,0.705590278,150.7832639,33.96572917,64.42364583,148.7190625
09-03-2023,67.57670139,39.83159722,4.555490196,1.049236111,9.773506944,17.54597222,27.6375,9.629444444,27.59277778,0.776423611,157.1202083,34.1475,64.61538194,151.6867857
10-03-2023,86.33444444,44.56277778,8.591805556,0.822847222,7.363506944,18.85753472,26.13972222,9.635138889,23.27784722,0.7346875,144.5163542,32.50559028,70.35013889,91.59041667
11-03-2023,89.50861111,47.21385417,3.94037037,0.703472222,6.317638889,20.84059028,27.02138889,7.578715278,35.62850694,0.742604167,154.9404861,31.78378472,76.04506944,130.3345
12-03-2023,89.89736111,47.4171875,12.43940476,0.706041667,6.345451389,20.92315972,27.13163194,7.516041667,47.48350694,0.750729167,132.7450694,31.99881944,75.51413194,209.8341667
13-03-2023,91.46239583,48.85,5.306666667,0.857534722,8.25625,23.03006944,31.19552083,9.802291667,34.72659722,0.774895833,191.9477778,32.03333333,75.28263889,176.6963631
14-03-2023,95.56013889,51.87767361,16.71655556,0.984895833,9.740972222,24.84173611,34.50961806,11.36680556,25.94545139,0.803194444,179.8316667,32.21142361,78.23993056,186.7841554
15-03-2023,99.43604167,54.36375,1.98280303,0.982708333,9.952986111,24.57361111,34.51263889,11.4925,20.68256944,0.493888889,120.9095833,30.705,91.78743056,196.8719476
16-03-2023,100.5559259,55.4904537,7.978014807,1.022423611,10.5089537,26.44685648,36.92440278,11.85898148,25.8125,0.616861111,155.7327292,31.10443981,89.22384491,206.9597399
17-03-2023,94.1,52.0025,23.42,0.7975,9.46,24.30666667,28.7875,11.1325,19.66083333,1.249166667,159.8691667,36.54083333,51.49666667,217.0475321
18-03-2023,97.563125,53.45006944,11.2247807,0.978020833,9.757951389,24.7740625,34.55982639,11.33427083,20.27965278,0.906979167,189.0093056,30.87680556,82.29131944,227.1353244
19-03-2023,88.31920139,48.50642361,2.296833333,0.813263889,8.115486111,20.57916667,28.60253472,9.3471875,30.25822917,0.833090278,179.2768056,30.65774306,85.96350694,237.2231167
20-03-2023,81.08479167,44.65805556,7.407444444,0.678194444,6.773680556,17.39496528,23.97118056,7.719270833,39.09378472,0.754131944,147.4316667,31.27006944,76.70017361,225.4597216
21-03-2023,80.7365625,44.47072917,4.479166667,0.675486111,6.7546875,17.07489583,23.84621528,7.628298611,38.98263889,1.013055556,188.1460764,31.28024306,80.515,214.218229
22-03-2023,98.77743056,54.04298611,1.550833333,0.875961538,9.881041667,24.64673611,30.6575641,11.38006944,20.53444444,1.283958333,246.9878472,31.994375,66.16930556,202.9767365
23-03-2023,97.563125,53.45006944,11.2247807,0.978020833,9.757951389,24.7740625,34.55982639,11.33427083,20.27965278,0.906979167,189.0093056,30.87680556,82.29131944,191.7352439
24-03-2023,88.31920139,48.50642361,2.296833333,0.813263889,8.115486111,20.57916667,28.60253472,9.3471875,30.25822917,0.833090278,179.2768056,30.65774306,85.96350694,212.0894231
25-03-2023,81.08479167,44.65805556,7.407444444,0.678194444,6.773680556,17.39496528,23.97118056,7.719270833,39.09378472,0.754131944,147.4316667,31.27006944,76.70017361,138.0234028
26-03-2023,80.7365625,44.47072917,4.479166667,0.675486111,6.7546875,17.07489583,23.84621528,7.628298611,38.98263889,1.013055556,188.1460764,31.28024306,80.515,143.0669792
27-03-2023,81.57625,44.92409722,13.94995098,0.6821875,6.815416667,17.25756944,23.62034722,7.687118056,39.33288194,1.107256944,197.6768056,31.14694444,79.93079861,143.9607292
28-03-2023,76.04548611,40.46340278,4.881885965,0.831180556,5.540833333,14.83246528,20.19486111,6.432638889,34.80034722,0.896840278,201.2740278,31.31840278,86.60399306,152.9132971
29-03-2023,71.06625,36.26464286,5.930448718,0.989464286,4.295,12.28267857,16.45607143,5.242142857,30.5125,0.806607143,171.5521429,31.22392857,90.89464286,140.7503125
30-03-2023,71.07642857,36.47404762,3.379305556,0.921666667,4.320357143,11.79880952,14.98833333,5.35547619,30.68952381,0.810833333,113.967381,30.38904762,75.17619048,105.1692014
31-03-2023,78.93444444,39.495,7.364128788,0.795416667,5.966840278,13.63,19.39777778,6.182152778,30.22083333,1.083576389,226.6038889,30.88961806,82.569375,163.6875694
01-04-2023,85.53996528,44.60774306,1.228235294,0.614861111,7.4803125,15.07302083,22.73899306,7.138958333,24.49392361,1.073506944,205.8702431,31.01357639,84.31892361,150.7173106
02-04-2023,65.76357143,28.77,1.228928571,0.612857143,7.468928571,15.31142857,22.5725,7.244642857,21.94107143,0.490357143,114.9360714,28.84214286,97.13,156.0825
03-04-2023,71.07642857,36.47404762,3.379305556,0.921666667,4.320357143,11.79880952,14.98833333,5.35547619,30.68952381,0.810833333,113.967381,30.38904762,75.17619048,151.2123611
04-04-2023,78.93444444,39.495,7.364128788,0.795416667,5.966840278,13.63,19.39777778,6.182152778,30.22083333,1.083576389,226.6038889,30.88961806,82.569375,63.29623188
05-04-2023,65.56357639,28.44142361,1.145277778,0.606666667,7.387326389,15.1321875,22.35704861,7.103298611,21.68274306,0.925520833,180.8296181,35.29329861,77.76201389,164.8221032
06-04-2023,76.17086806,34.62611111,2.110916667,0.7475,6.498090278,15.28402778,21.76006944,5.984479167,26.33072917,0.911944444,223.9772222,35.145,86.63177083,156.4323264
07-04-2023,85.74947917,40.3290625,1.496842105,0.8746875,5.640729167,15.6728125,21.23166667,4.874166667,30.63513889,0.9978125,197.8721875,36.15885417,84.19013889,153.1636111
08-04-2023,65.35241667,28.36458333,1.683611111,0.6045,7.36875,15.26675,19.81772727,7.185583333,21.6205,1.158333333,233.9909167,36.41975,81.64458333,163.1151389
09-04-2023,65.56357639,28.44142361,1.145277778,0.606666667,7.387326389,15.1321875,22.35704861,7.103298611,21.68274306,0.925520833,180.8296181,35.29329861,77.76201389,157.828125
10-04-2023,76.17086806,34.62611111,2.110916667,0.7475,6.498090278,15.28402778,21.76006944,5.984479167,26.33072917,0.911944444,223.9772222,35.145,86.63177083,145.3770139
11-04-2023,85.74947917,40.3290625,1.496842105,0.8746875,5.640729167,15.6728125,21.23166667,4.874166667,30.63513889,0.9978125,197.8721875,36.15885417,84.19013889,193.0617262
